Date,Squad,Home_Away,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event
2022-04-06,Everton,Away,2,81,Demarai Gray,Blocked,17,Right Foot,,Demarai Gray,Dribble,Jonjoe Kenny,Pass (Live)
2022-04-06,Everton,Away,2,85,Jonjoe Kenny,Blocked,28,Right Foot,,Richarlison,Pass (Live),Vitaliy Mykolenko,Pass (Dead)
2022-04-06,Everton,Away,2,90+2,Salomón Rondón,Off Target,18,Right Foot,Volley,Dominic Calvert-Lewin,Pass (Live),Salomón Rondón,Pass (Live)
2022-04-08,Newcastle Utd,Away,1,1,Allan Saint-Maximin,Blocked,26,Right Foot,,,,,
2022-04-08,Newcastle Utd,Away,1,21,Miguel Almirón,Off Target,13,Left Foot,Half volley,Fabian Schär,Pass (Live),Jonjo Shelvey,Pass (Live)
2022-04-08,Newcastle Utd,Away,1,44,Miguel Almirón,Blocked,19,Left Foot,,Jonjo Shelvey,Pass (Live),Fabian Schär,Pass (Live)
2022-04-08,Newcastle Utd,Away,1,45+4,Fabian Schär,Blocked,25,Right Foot,Free kick,Fabian Schär,Fouled,Fabian Schär,Pass (Live)
2022-04-08,Newcastle Utd,Away,1,45+4,Matt Targett,Blocked,24,Right Foot,,Fabian Schär,Shot,,
2022-04-08,Newcastle Utd,Away,2,52,Dan Burn,Saved,13,Right Foot,Half volley,Chris Wood,Pass (Live),Dan Burn,Pass (Dead)
2022-04-08,Newcastle Utd,Away,2,59,Allan Saint-Maximin,Off Target,19,Left Foot,,Miguel Almirón,Pass (Live),Jonjo Shelvey,Pass (Live)
2022-04-08,Newcastle Utd,Away,2,64,Allan Saint-Maximin,Off Target,11,Right Foot,Half volley,Bruno Guimarães,Pass (Live),Miguel Almirón,Pass (Live)
2022-04-08,Newcastle Utd,Away,2,72,Chris Wood (pen),Goal,12,Right Foot,,Chris Wood,Fouled,Joelinton,Pass (Live)
2022-04-08,Newcastle Utd,Away,2,75,Bruno Guimarães,Blocked,12,Right Foot,,Allan Saint-Maximin,Pass (Live),Chris Wood,Pass (Live)
2022-04-08,Newcastle Utd,Away,2,88,Joelinton,Saved,18,Right Foot,,,,,
2022-04-08,Newcastle Utd,Away,2,90+2,Allan Saint-Maximin,Saved,18,Left Foot,,Joelinton,Pass (Live),Sean Longstaff,Pass (Live)
2022-04-08,Wolves,Away,1,26,Jonny Castro,Off Target,25,Right Foot,,Francisco Trincão,Dribble,João Moutinho,Pass (Live)
2022-04-08,Wolves,Away,2,55,Hwang Hee-chan,Blocked,14,Right Foot,,,,,
2022-04-08,Wolves,Away,2,79,Fábio Silva,Off Target,7,Head,,Fernando Marçal,Pass (Live),Pedro Neto,Pass (Live)
2022-04-08,Wolves,Away,2,80,Fábio Silva,Saved,19,Right Foot,,Luke Cundle,Pass (Live),João Moutinho,Pass (Live)
2022-04-08,Wolves,Away,2,85,Jonny Castro,Saved,25,Left Foot,,Fábio Silva,Pass (Live),Jonny Castro,Pass (Live)
2022-04-09,Everton,Home,1,27,Anthony Gordon,Goal,21,Right Foot,Deflected,,,,
2022-04-09,Everton,Home,1,30,Michael Keane,Off Target,11,Head,,Anthony Gordon,Pass (Dead),Séamus Coleman,Pass (Dead)
2022-04-09,Everton,Home,1,36,Richarlison,Saved,23,Right Foot,Deflected,Jordan Pickford,Pass (Live),Alex Iwobi,Pass (Live)
2022-04-09,Everton,Home,1,37,Allan,Blocked,18,Right Foot,,,,,
2022-04-09,Everton,Home,2,54,Ben Godfrey,Off Target,9,Head,,Anthony Gordon,Pass (Dead),Vitaliy Mykolenko,Tackle
2022-04-09,Everton,Home,2,56,Anthony Gordon,Blocked,10,Right Foot,,Vitaliy Mykolenko,Pass (Live),Richarlison,Pass (Live)
2022-04-09,Everton,Home,2,81,Richarlison,Saved,31,Right Foot,Deflected,Alex Iwobi,Pass (Live),,
2022-04-09,Manchester Utd,Away,1,9,Marcus Rashford,Saved,18,Right Foot,Half volley,,,,
2022-04-09,Manchester Utd,Away,1,12,Marcus Rashford,Saved,10,Head,,Bruno Fernandes,Pass (Live),Cristiano Ronaldo,Pass (Live)
2022-04-09,Manchester Utd,Away,1,14,Cristiano Ronaldo,Blocked,14,Left Foot,,Bruno Fernandes,Pass (Live),Cristiano Ronaldo,Pass (Live)
2022-04-09,Manchester Utd,Away,2,48,Harry Maguire,Blocked,5,Head,,Alex Telles,Pass (Dead),,
2022-04-09,Manchester Utd,Away,2,48,Marcus Rashford,Blocked,24,Right Foot,,,,,
2022-04-09,Manchester Utd,Away,2,61,Bruno Fernandes,Blocked,23,Right Foot,,Alex Telles,Pass (Live),Bruno Fernandes,Pass (Live)
2022-04-09,Manchester Utd,Away,2,70,Bruno Fernandes,Blocked,23,Right Foot,Volley,,,,
2022-04-09,Manchester Utd,Away,2,81,Paul Pogba,Saved,27,Right Foot,,Cristiano Ronaldo,Pass (Live),Jadon Sancho,Pass (Live)
2022-04-09,Manchester Utd,Away,2,82,Juan Mata,Wayward,10,Left Foot,,Jadon Sancho,Pass (Live),Jadon Sancho,Dribble
2022-04-09,Manchester Utd,Away,2,83,Harry Maguire,Blocked,24,Right Foot,,Jadon Sancho,Pass (Live),Alex Telles,Pass (Live)
2022-04-09,Manchester Utd,Away,2,83,Aaron Wan-Bissaka,Blocked,8,Right Foot,Volley,Jadon Sancho,Pass (Live),Alex Telles,Pass (Live)
2022-04-09,Manchester Utd,Away,2,90+3,Cristiano Ronaldo,Saved,12,Right Foot,"Deflected, Half volley",Harry Maguire,Pass (Live),Alex Telles,Pass (Live)
2022-04-09,Arsenal,Home,1,6,Martinelli,Saved,3,Head,,Cédric Soares,Pass (Dead),Alexandre Lacazette,Pass (Live)
2022-04-09,Arsenal,Home,1,24,Bukayo Saka,Blocked,11,Left Foot,,Martinelli,Pass (Live),Granit Xhaka,Pass (Live)
2022-04-09,Arsenal,Home,1,26,Gabriel Dos Santos,Off Target,4,Head,,Bukayo Saka,Pass (Live),Cédric Soares,Pass (Dead)
2022-04-09,Arsenal,Home,1,33,Granit Xhaka,Blocked,30,Left Foot,,Albert Sambi Lokonga,Pass (Live),Granit Xhaka,Pass (Live)
2022-04-09,Arsenal,Home,1,37,Emile Smith Rowe,Blocked,8,Left Foot,,,,,
2022-04-09,Arsenal,Home,1,45+1,Martinelli,Blocked,4,Head,,Bukayo Saka,Pass (Dead),,
2022-04-09,Arsenal,Home,2,49,Cédric Soares,Blocked,25,Right Foot,Free kick,Albert Sambi Lokonga,Fouled,Cédric Soares,Pass (Live)
2022-04-09,Arsenal,Home,2,58,Martin Ødegaard,Blocked,24,Left Foot,,Cédric Soares,Pass (Live),,
2022-04-09,Arsenal,Home,2,62,Martin Ødegaard,Blocked,13,Right Foot,Half volley,Cédric Soares,Pass (Live),Granit Xhaka,Pass (Live)
2022-04-09,Arsenal,Home,2,63,Bukayo Saka,Off Target,18,Left Foot,,,,,
2022-04-09,Arsenal,Home,2,78,Nicolas Pépé,Blocked,15,Left Foot,,Alexandre Lacazette,Pass (Live),Bukayo Saka,Pass (Live)
2022-04-09,Arsenal,Home,2,83,Nicolas Pépé,Blocked,5,Left Foot,,Bukayo Saka,Pass (Live),Granit Xhaka,Pass (Live)
2022-04-09,Arsenal,Home,2,86,Albert Sambi Lokonga,Off Target,30,Right Foot,,Gabriel Dos Santos,Pass (Live),Ben White,Pass (Live)
2022-04-09,Arsenal,Home,2,88,Martin Ødegaard,Woodwork,25,Left Foot,Free kick,Alexandre Lacazette,Fouled,Granit Xhaka,Pass (Live)
2022-04-09,Arsenal,Home,2,88,Eddie Nketiah,Woodwork,6,Left Foot,Half volley,Martin Ødegaard,Shot,,
2022-04-09,Arsenal,Home,2,89,Martin Ødegaard,Goal,33,Left Foot,Deflected,Granit Xhaka,Pass (Live),Cédric Soares,Pass (Dead)
2022-04-09,Arsenal,Home,2,90+1,Bukayo Saka,Blocked,14,Right Foot,,Eddie Nketiah,Pass (Live),Eddie Nketiah,Dribble
2022-04-09,Arsenal,Home,2,90+3,Albert Sambi Lokonga,Saved,28,Right Foot,,Bukayo Saka,Pass (Live),Granit Xhaka,Pass (Live)
2022-04-09,Arsenal,Home,2,90+5,Eddie Nketiah,Saved,12,Head,Diving header,Cédric Soares,Pass (Live),Ben White,Pass (Live)
2022-04-09,Arsenal,Home,2,90+5,Gabriel Dos Santos,Blocked,11,Head,,Bukayo Saka,Pass (Live),Eddie Nketiah,Pass (Live)
2022-04-09,Brighton,Away,1,13,Yves Bissouma,Off Target,35,Right Foot,,Lewis Dunk,Pass (Live),Leandro Trossard,Pass (Live)
2022-04-09,Brighton,Away,1,21,Moisés Caicedo,Wayward,20,Left Foot,Half volley,,,,
2022-04-09,Brighton,Away,1,29,Leandro Trossard,Goal,14,Right Foot,,Enock Mwepu,Pass (Live),Lewis Dunk,Pass (Live)
2022-04-09,Brighton,Away,1,41,Enock Mwepu,Off Target,36,Right Foot,,Enock Mwepu,Fouled,Danny Welbeck,Pass (Live)
2022-04-09,Brighton,Away,1,44,Enock Mwepu,Off Target,20,Right Foot,,Alexis Mac Allister,Tackle,,
2022-04-09,Brighton,Away,2,61,Lewis Dunk,Saved,13,Head,,Pascal Groß,Pass (Dead),,
2022-04-09,Brighton,Away,2,64,Moisés Caicedo,Blocked,26,Right Foot,,,,,
2022-04-09,Brighton,Away,2,66,Enock Mwepu,Goal,19,Right Foot,Half volley,Moisés Caicedo,Pass (Live),Leandro Trossard,Pass (Live)
2022-04-09,Southampton,Home,1,4,Adam Armstrong,Blocked,21,Left Foot,,Mohamed Elyounoussi,Pass (Live),Valentino Livramento,Pass (Live)
2022-04-09,Southampton,Home,1,5,Stuart Armstrong,Blocked,22,Right Foot,,James Ward-Prowse,Pass (Live),Adam Armstrong,Pass (Live)
2022-04-09,Southampton,Home,1,35,Che Adams,Blocked,16,Right Foot,,Stuart Armstrong,Pass (Live),Stuart Armstrong,Tackle
2022-04-09,Southampton,Home,2,52,Che Adams,Saved,7,Right Foot,Half volley,Kyle Walker-Peters,Pass (Live),Ibrahima Diallo,Pass (Live)
2022-04-09,Chelsea,Away,1,3,Timo Werner,Woodwork,20,Right Foot,,Marcos Alonso,Pass (Live),Marcos Alonso,Interception
2022-04-09,Chelsea,Away,1,7,Timo Werner,Woodwork,6,Head,,Ruben Loftus-Cheek,Pass (Live),Mason Mount,Pass (Live)
2022-04-09,Chelsea,Away,1,8,Marcos Alonso,Goal,11,Left Foot,Half volley,Mason Mount,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
2022-04-09,Chelsea,Away,1,16,Mason Mount,Goal,24,Right Foot,Half volley,,,,
2022-04-09,Chelsea,Away,1,18,Timo Werner,Saved,5,Right Foot,Half volley,Marcos Alonso,Pass (Live),Marcos Alonso,Dribble
2022-04-09,Chelsea,Away,1,22,Timo Werner,Goal,8,Left Foot,,,,,
2022-04-09,Chelsea,Away,1,31,Timo Werner,Woodwork,10,Right Foot,,Timo Werner,Dribble,Timo Werner,Dribble
2022-04-09,Chelsea,Away,1,31,Kai Havertz,Goal,7,Right Foot,Volley,Timo Werner,Shot,,
2022-04-09,Chelsea,Away,1,33,Timo Werner,Saved,21,Right Foot,,Kai Havertz,Pass (Live),Mateo Kovačić,Pass (Live)
2022-04-09,Chelsea,Away,1,42,Kai Havertz,Saved,10,Right Foot,,Mateo Kovačić,Pass (Live),N'Golo Kanté,Pass (Live)
2022-04-09,Chelsea,Away,1,44,Mason Mount,Saved,15,Right Foot,Deflected,Kai Havertz,Pass (Live),Ruben Loftus-Cheek,Pass (Live)
2022-04-09,Chelsea,Away,1,45,Ruben Loftus-Cheek,Saved,12,Head,Deflected,Marcos Alonso,Pass (Dead),Mason Mount,Shot
2022-04-09,Chelsea,Away,2,49,N'Golo Kanté,Saved,19,Left Foot,Lob,Marcos Alonso,Pass (Live),Mason Mount,Pass (Live)
2022-04-09,Chelsea,Away,2,49,Timo Werner,Goal,9,Right Foot,Half volley,N'Golo Kanté,Shot,,
2022-04-09,Chelsea,Away,2,54,Christian Pulisic,Saved,13,Right Foot,,Marcos Alonso,Pass (Live),Antonio Rüdiger,Pass (Live)
2022-04-09,Chelsea,Away,2,54,Mason Mount,Goal,6,Right Foot,,,,,
2022-04-09,Chelsea,Away,2,61,Marcos Alonso,Saved,11,Left Foot,Volley,,,,
2022-04-09,Chelsea,Away,2,63,Antonio Rüdiger,Off Target,25,Left Foot,,Mateo Kovačić,Pass (Live),Timo Werner,Pass (Live)
2022-04-09,Chelsea,Away,2,68,Reece James,Off Target,28,Right Foot,,Andreas Christensen,Pass (Live),N'Golo Kanté,Pass (Live)
2022-04-09,Chelsea,Away,2,74,Hakim Ziyech,Off Target,22,Left Foot,,Christian Pulisic,Tackle,,
2022-04-09,Chelsea,Away,2,75,Marcos Alonso,Off Target,18,Left Foot,,Hakim Ziyech,Pass (Live),Christian Pulisic,Pass (Live)
2022-04-09,Chelsea,Away,2,84,Christian Pulisic,Blocked,18,Right Foot,Half volley,Timo Werner,Pass (Live),Mateo Kovačić,Pass (Live)
2022-04-09,Chelsea,Away,2,86,Timo Werner,Blocked,17,Left Foot,,Hakim Ziyech,Pass (Live),Hakim Ziyech,Dribble
2022-04-09,Chelsea,Away,2,90,Hakim Ziyech,Off Target,27,Left Foot,,N'Golo Kanté,Pass (Live),Andreas Christensen,Pass (Live)
2022-04-09,Watford,Home,1,15,Imran Louza,Off Target,24,Left Foot,Free kick,Juraj Kucka,Fouled,Juraj Kucka,Dribble
2022-04-09,Watford,Home,1,23,Imran Louza,Wayward,69,Left Foot,,Imran Louza,Interception,,
2022-04-09,Watford,Home,1,29,Juraj Kucka,Off Target,21,Right Foot,Half volley,,,,
2022-04-09,Watford,Home,1,33,Cucho,Off Target,26,Right Foot,,Cucho,Dribble,Ismaila Sarr,Pass (Live)
2022-04-09,Watford,Home,2,47,Moussa Sissoko,Saved,1,Head,Open goal,Kiko Femenía,Pass (Dead),,
2022-04-09,Watford,Home,2,59,João Pedro,Off Target,24,Left Foot,,Hassane Kamara,Pass (Live),Emmanuel Dennis,Pass (Live)
2022-04-09,Watford,Home,2,60,Ismaila Sarr,Off Target,16,Right Foot,,João Pedro,Pass (Live),,
2022-04-09,Watford,Home,2,66,Juraj Kucka,Off Target,25,Left Foot,,Emmanuel Dennis,Pass (Live),Hassane Kamara,Pass (Live)
2022-04-09,Leeds United,Away,1,7,Luke Ayling,Wayward,18,Right Foot,Volley,,,,
2022-04-09,Leeds United,Away,1,7,Raphael Dias Belloli,Saved,11,Head,,Luke Ayling,Pass (Live),Robin Koch,Pass (Live)
2022-04-09,Leeds United,Away,1,10,Luke Ayling,Off Target,7,Head,,Stuart Dallas,Pass (Dead),,
2022-04-09,Leeds United,Away,1,21,Raphael Dias Belloli,Goal,19,Left Foot,,,,,
2022-04-09,Leeds United,Away,2,69,Kalvin Phillips,Saved,24,Right Foot,,,,,
2022-04-09,Leeds United,Away,2,73,Rodrigo,Goal,9,Left Foot,,,,,
2022-04-09,Leeds United,Away,2,77,Luke Ayling,Off Target,21,Right Foot,Volley,,,,
2022-04-09,Leeds United,Away,2,82,Diego Llorente,Off Target,9,Right Foot,Volley,Stuart Dallas,Pass (Dead),,
2022-04-09,Leeds United,Away,2,85,Jack Harrison,Goal,20,Left Foot,,Sam Greenwood,Pass (Live),Robin Koch,Pass (Live)
2022-04-09,Leeds United,Away,2,89,Rodrigo,Off Target,27,Left Foot,,Crysencio Summerville,Pass (Live),Jack Harrison,Pass (Live)
2022-04-09,Aston Villa,Home,1,14,Matty Cash,Saved,30,Right Foot,,Philippe Coutinho,Pass (Live),Ollie Watkins,Pass (Live)
2022-04-09,Aston Villa,Home,1,17,Jacob Ramsey,Saved,11,Left Foot,,Jacob Ramsey,Dribble,Douglas Luiz,Pass (Live)
2022-04-09,Aston Villa,Home,1,19,John McGinn,Saved,29,Left Foot,,Lucas Digne,Pass (Live),Philippe Coutinho,Pass (Live)
2022-04-09,Aston Villa,Home,1,28,Danny Ings,Saved,9,Right Foot,Volley,Philippe Coutinho,Pass (Dead),Matty Cash,Fouled
2022-04-09,Aston Villa,Home,1,32,Ollie Watkins,Off Target,6,Head,,Philippe Coutinho,Pass (Live),Jacob Ramsey,Pass (Live)
2022-04-09,Aston Villa,Home,1,35,Danny Ings,Blocked,17,Right Foot,Volley,,,,
2022-04-09,Aston Villa,Home,1,36,Ollie Watkins,Saved,13,Left Foot,,Danny Ings,Pass (Live),Philippe Coutinho,Fouled
2022-04-09,Aston Villa,Home,1,37,Danny Ings,Off Target,6,Right Foot,Half volley,Tyrone Mings,Pass (Live),Jacob Ramsey,Pass (Live)
2022-04-09,Aston Villa,Home,1,40,Danny Ings,Blocked,18,Right Foot,,Douglas Luiz,Pass (Live),,
2022-04-09,Aston Villa,Home,1,41,Philippe Coutinho,Off Target,34,Right Foot,,John McGinn,Pass (Live),Philippe Coutinho,Pass (Live)
2022-04-09,Aston Villa,Home,1,45+3,Matty Cash,Saved,16,Right Foot,Volley,,,,
2022-04-09,Aston Villa,Home,1,45+4,Philippe Coutinho,Blocked,21,Right Foot,,Philippe Coutinho,Dribble,Danny Ings,Pass (Live)
2022-04-09,Aston Villa,Home,1,45+5,Philippe Coutinho,Saved,26,Right Foot,Free kick,Jacob Ramsey,Fouled,,
2022-04-09,Aston Villa,Home,1,45+5,Danny Ings,Blocked,3,Head,,Philippe Coutinho,Shot,,
2022-04-09,Aston Villa,Home,2,58,Ezri Konsa,Blocked,6,Head,,Lucas Digne,Pass (Dead),,
2022-04-09,Aston Villa,Home,2,59,Ezri Konsa,Blocked,10,Head,,Lucas Digne,Pass (Dead),Ezri Konsa,Shot
2022-04-09,Aston Villa,Home,2,59,Danny Ings,Off Target,25,Right Foot,,John McGinn,Pass (Live),Jacob Ramsey,Pass (Live)
2022-04-09,Aston Villa,Home,2,89,Leon Bailey,Off Target,16,Left Foot,,,,,
2022-04-09,Aston Villa,Home,2,90+2,Emi Buendía,Saved,8,Left Foot,Volley,Douglas Luiz,Pass (Dead),,
2022-04-09,Tottenham,Away,1,3,Harry Kane,Wayward,21,Right Foot,Half volley,,,,
2022-04-09,Tottenham,Away,1,3,Son Heung-min,Goal,17,Left Foot,Half volley,Harry Kane,Shot,,
2022-04-09,Tottenham,Away,1,15,Matt Doherty,Blocked,16,Right Foot,,Harry Kane,Pass (Live),Cristian Romero,Pass (Live)
2022-04-09,Tottenham,Away,1,15,Pierre Højbjerg,Blocked,26,Right Foot,,Matt Doherty,Shot,,
2022-04-09,Tottenham,Away,1,43,Sergio Reguilón,Saved,19,Right Foot,Deflected,Harry Kane,Pass (Live),Cristian Romero,Pass (Live)
2022-04-09,Tottenham,Away,1,44,Pierre Højbjerg,Blocked,23,Right Foot,Volley,,,,
2022-04-09,Tottenham,Away,2,50,Pierre Højbjerg,Blocked,22,Right Foot,Half volley,,,,
2022-04-09,Tottenham,Away,2,50,Dejan Kulusevski,Goal,14,Left Foot,,Harry Kane,Pass (Live),Hugo Lloris,Pass (Live)
2022-04-09,Tottenham,Away,2,60,Harry Kane,Blocked,11,Right Foot,,Emerson,Pass (Live),Sergio Reguilón,Pass (Live)
2022-04-09,Tottenham,Away,2,66,Son Heung-min,Goal,15,Left Foot,,Harry Kane,Pass (Live),Cristian Romero,Pass (Live)
2022-04-09,Tottenham,Away,2,71,Son Heung-min,Goal,15,Right Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live)
2022-04-10,Brentford,Home,1,6,Kristoffer Ajer,Blocked,17,Right Foot,,Vitaly Janelt,Pass (Live),Kristoffer Ajer,Pass (Live)
2022-04-10,Brentford,Home,1,6,Yoane Wissa,Wayward,8,Head,,Christian Nørgaard,Pass (Live),Vitaly Janelt,Pass (Live)
2022-04-10,Brentford,Home,1,15,Bryan Mbeumo,Saved,15,Head,,Rico Henry,Pass (Live),Christian Eriksen,Pass (Live)
2022-04-10,Brentford,Home,1,21,Bryan Mbeumo,Saved,19,Left Foot,,Ivan Toney,Pass (Live),,
2022-04-10,Brentford,Home,1,22,Bryan Mbeumo,Off Target,16,Left Foot,Volley,,,,
2022-04-10,Brentford,Home,1,32,Christian Eriksen,Saved,20,Right Foot,,Ivan Toney,Pass (Live),Bryan Mbeumo,Pass (Live)
2022-04-10,Brentford,Home,1,33,Ivan Toney,Blocked,6,Head,,Rico Henry,Pass (Live),Yoane Wissa,Pass (Live)
2022-04-10,Brentford,Home,1,34,Bryan Mbeumo,Off Target,21,Left Foot,,Ivan Toney,Pass (Live),Vitaly Janelt,Pass (Live)
2022-04-10,Brentford,Home,1,43,Bryan Mbeumo,Blocked,12,Left Foot,,Christian Eriksen,Pass (Live),Ivan Toney,Pass (Live)
2022-04-10,Brentford,Home,1,45+1,Christian Eriksen,Saved,20,Right Foot,Half volley,,,,
2022-04-10,Brentford,Home,2,48,Bryan Mbeumo,Goal,13,Left Foot,Half volley,Ivan Toney,Pass (Live),Kristoffer Ajer,Pass (Dead)
2022-04-10,Brentford,Home,2,51,Vitaly Janelt,Blocked,24,Left Foot,,Ivan Toney,Pass (Live),Christian Eriksen,Pass (Live)
2022-04-10,Brentford,Home,2,64,Ivan Toney,Goal,5,Head,,Bryan Mbeumo,Pass (Live),Rico Henry,Pass (Live)
2022-04-10,Brentford,Home,2,69,Ivan Toney,Blocked,10,Left Foot,Half volley,Yoane Wissa,Pass (Live),Christian Nørgaard,Pass (Live)
2022-04-10,Brentford,Home,2,69,Bryan Mbeumo,Off Target,6,Left Foot,Volley,Vitaly Janelt,Pass (Live),,
2022-04-10,Brentford,Home,2,87,Sergi Canós,Saved,28,Right Foot,Half volley,David Raya,Pass (Live),Christian Nørgaard,Pass (Live)
2022-04-10,West Ham,Away,1,24,Tomáš Souček,Saved,11,Head,,Vladimír Coufal,Pass (Live),Pablo Fornals,Pass (Live)
2022-04-10,West Ham,Away,1,45+2,Aaron Cresswell,Off Target,11,Left Foot,Volley,Jarrod Bowen,Pass (Dead),,
2022-04-10,West Ham,Away,2,71,Declan Rice,Blocked,6,Head,,Pablo Fornals,Pass (Dead),,
2022-04-10,West Ham,Away,2,90,Declan Rice,Off Target,32,Right Foot,,Aaron Cresswell,Pass (Live),Pablo Fornals,Pass (Live)
2022-04-10,West Ham,Away,2,90+2,Saïd Benrahma,Blocked,24,Right Foot,Half volley,,,,
2022-04-10,Leicester City,Home,1,5,Ademola Lookman,Off Target,18,Left Foot,,Luke Thomas,Pass (Live),Çağlar Söyüncü,Pass (Live)
2022-04-10,Leicester City,Home,1,13,Patson Daka,Blocked,34,Right Foot,,Çağlar Söyüncü,Pass (Live),,
2022-04-10,Leicester City,Home,1,35,Youri Tielemans,Off Target,34,Right Foot,,,,,
2022-04-10,Leicester City,Home,1,39,Ademola Lookman,Goal,15,Right Foot,,Kiernan Dewsbury Hall,Pass (Live),Youri Tielemans,Pass (Live)
2022-04-10,Leicester City,Home,1,45,Kiernan Dewsbury Hall,Goal,18,Left Foot,,Patson Daka,Pass (Live),,
2022-04-10,Leicester City,Home,1,45+2,James Maddison,Blocked,19,Right Foot,,James Justin,Pass (Live),Kiernan Dewsbury Hall,Pass (Live)
2022-04-10,Leicester City,Home,2,46,Youri Tielemans,Saved,21,Right Foot,,James Maddison,Pass (Live),Kiernan Dewsbury Hall,Pass (Live)
2022-04-10,Leicester City,Home,2,47,Youri Tielemans,Wayward,29,Right Foot,Half volley,,,,
2022-04-10,Leicester City,Home,2,49,James Justin,Blocked,11,Head,,James Maddison,Pass (Dead),,
2022-04-10,Leicester City,Home,2,56,James Maddison,Blocked,19,Right Foot,Free kick,Patson Daka,Fouled,James Maddison,Pass (Live)
2022-04-10,Leicester City,Home,2,80,James Maddison,Blocked,22,Right Foot,Free kick,Kiernan Dewsbury Hall,Fouled,James Justin,Pass (Live)
2022-04-10,Leicester City,Home,2,86,Kiernan Dewsbury Hall,Blocked,11,Head,,Harvey Barnes,Pass (Live),Luke Thomas,Pass (Live)
2022-04-10,Crystal Palace,Away,1,8,Wilfried Zaha,Off Target,16,Left Foot,,Jeffrey Schlupp,Pass (Live),Jeffrey Schlupp,Dribble
2022-04-10,Crystal Palace,Away,1,19,Jean-Philippe Mateta,Saved,17,Left Foot,,Wilfried Zaha,Pass (Live),Jean-Philippe Mateta,Pass (Live)
2022-04-10,Crystal Palace,Away,1,20,Joachim Andersen,Off Target,10,Head,,Conor Gallagher,Pass (Dead),Wilfried Zaha,Pass (Live)
2022-04-10,Crystal Palace,Away,1,36,Wilfried Zaha,Blocked,18,Right Foot,,Jeffrey Schlupp,Pass (Live),,
2022-04-10,Crystal Palace,Away,2,60,Jordan Ayew,Blocked,18,Right Foot,,Eberechi Eze,Pass (Live),Wilfried Zaha,Pass (Live)
2022-04-10,Crystal Palace,Away,2,62,Jordan Ayew,Blocked,14,Right Foot,,Nathaniel Clyne,Pass (Live),Eberechi Eze,Pass (Live)
2022-04-10,Crystal Palace,Away,2,66,Wilfried Zaha (pen),Saved,12,Right Foot,,Jordan Ayew,Fouled,Eberechi Eze,Pass (Live)
2022-04-10,Crystal Palace,Away,2,66,Wilfried Zaha,Goal,7,Head,,Wilfried Zaha,Shot,,
2022-04-10,Crystal Palace,Away,2,68,Wilfried Zaha,Blocked,17,Left Foot,,Jordan Ayew,Pass (Live),Eberechi Eze,Dribble
2022-04-10,Crystal Palace,Away,2,69,Jeffrey Schlupp,Blocked,6,Left Foot,Back heel,Wilfried Zaha,Pass (Live),Wilfried Zaha,Dribble
2022-04-10,Crystal Palace,Away,2,84,Jean-Philippe Mateta,Wayward,7,Right Foot,Volley,Joachim Andersen,Pass (Live),Eberechi Eze,Pass (Dead)
2022-04-10,Norwich City,Home,1,4,Milot Rashica,Saved,19,Right Foot,,Teemu Pukki,Pass (Live),Pierre Lees-Melou,Pass (Live)
2022-04-10,Norwich City,Home,1,9,Sam Byram,Wayward,6,Head,,Kieran Dowell,Pass (Dead),Teemu Pukki,Pass (Live)
2022-04-10,Norwich City,Home,1,9,Pierre Lees-Melou,Goal,19,Right Foot,Deflected,,,,
2022-04-10,Norwich City,Home,1,17,Teemu Pukki,Saved,14,Right Foot,,Pierre Lees-Melou,Pass (Live),Ben Gibson,Interception
2022-04-10,Norwich City,Home,1,18,Mathias Normann,Off Target,30,Right Foot,,Kieran Dowell,Pass (Live),Pierre Lees-Melou,Pass (Live)
2022-04-10,Norwich City,Home,1,21,Teemu Pukki,Blocked,21,Left Foot,,Teemu Pukki,Dribble,Pierre Lees-Melou,Pass (Live)
2022-04-10,Norwich City,Home,2,47,Teemu Pukki,Blocked,17,Right Foot,Volley,Kenny McLean,Pass (Live),Dimitris Giannoulis,Pass (Live)
2022-04-10,Norwich City,Home,2,48,Milot Rashica,Saved,32,Right Foot,,Kieran Dowell,Pass (Dead),Dimitris Giannoulis,Fouled
2022-04-10,Norwich City,Home,2,53,Teemu Pukki,Blocked,16,Right Foot,,Kieran Dowell,Pass (Live),,
2022-04-10,Norwich City,Home,2,55,Kenny McLean,Blocked,25,Left Foot,,Dimitris Giannoulis,Pass (Live),Teemu Pukki,Pass (Live)
2022-04-10,Norwich City,Home,2,56,Pierre Lees-Melou,Blocked,25,Right Foot,,Milot Rashica,Pass (Live),Mathias Normann,Pass (Dead)
2022-04-10,Norwich City,Home,2,67,Teemu Pukki,Off Target,23,Left Foot,,Teemu Pukki,Dribble,Mathias Normann,Pass (Live)
2022-04-10,Norwich City,Home,2,79,Teemu Pukki,Wayward,18,Right Foot,,Mathias Normann,Pass (Dead),Teemu Pukki,Fouled
2022-04-10,Norwich City,Home,2,79,Grant Hanley,Woodwork,3,Head,,Teemu Pukki,Shot,,
