Date,Squad,Home_Away,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event
2021-08-14,Liverpool,Away,2,63,Trent Alexander-Arnold,Off Target,24,Right Foot,Half volley,Sadio Mané,Pass (Live),James Milner,Pass (Live)
2021-08-14,Liverpool,Away,2,65,Sadio Mané,Blocked,18,Right Foot,,Roberto Firmino,Pass (Live),James Milner,Pass (Live)
2021-08-14,Liverpool,Away,2,65,Roberto Firmino,Goal,9,Right Foot,,Mohamed Salah,Pass (Live),Sadio Mané,Shot
2021-08-14,Liverpool,Away,2,74,Mohamed Salah,Goal,17,Left Foot,,,,,
2021-08-14,Liverpool,Away,2,80,Mohamed Salah,Off Target,16,Left Foot,,Virgil van Dijk,Pass (Live),,
2021-08-15,Newcastle Utd,Away,1,5,Callum Wilson,Goal,3,Head,,Allan Saint-Maximin,Pass (Live),Jonjo Shelvey,Tackle
2021-08-15,Newcastle Utd,Away,1,10,Isaac Hayden,Blocked,26,Right Foot,,Miguel Almirón,Pass (Live),Allan Saint-Maximin,Pass (Live)
2021-08-15,Newcastle Utd,Away,1,23,Callum Wilson,Saved,11,Right Foot,Back heel,Jonjo Shelvey,Pass (Live),Isaac Hayden,Pass (Live)
2021-08-15,Newcastle Utd,Away,1,26,Miguel Almirón,Blocked,19,Left Foot,,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Dribble
2021-08-15,Newcastle Utd,Away,1,27,Ciaran Clark,Blocked,8,Head,,Matt Ritchie,Pass (Dead),Miguel Almirón,Shot
2021-08-15,Newcastle Utd,Away,1,27,Ciaran Clark,Off Target,7,Left Foot,Half volley,Ciaran Clark,Shot,,
2021-08-15,Newcastle Utd,Away,1,33,Ciaran Clark,Off Target,4,Head,,Matt Ritchie,Pass (Dead),,
2021-08-15,Newcastle Utd,Away,1,35,Jacob Murphy,Off Target,30,Left Foot,,Allan Saint-Maximin,Pass (Live),Miguel Almirón,Pass (Live)
2021-08-15,Newcastle Utd,Away,1,40,Jacob Murphy,Goal,10,Head,,Matt Ritchie,Pass (Live),Miguel Almirón,Pass (Live)
2021-08-15,Newcastle Utd,Away,1,43,Callum Wilson,Blocked,19,Right Foot,,Allan Saint-Maximin,Pass (Live),Matt Ritchie,Pass (Live)
2021-08-15,Newcastle Utd,Away,1,45+2,Emil Krafth,Off Target,14,Right Foot,Half volley,Matt Ritchie,Pass (Live),,
2021-08-15,Newcastle Utd,Away,2,56,Jacob Murphy,Blocked,27,Left Foot,,,,,
2021-08-15,Newcastle Utd,Away,2,57,Miguel Almirón,Blocked,22,Left Foot,Half volley,Ciaran Clark,Pass (Live),Jacob Murphy,Pass (Live)
2021-08-15,Newcastle Utd,Away,2,71,Callum Wilson,Wayward,7,Right Foot,Volley,Jacob Murphy,Pass (Live),Jacob Murphy,Dribble
2021-08-15,Newcastle Utd,Away,2,79,Ryan Fraser,Off Target,24,Right Foot,,,,,
2021-08-15,Newcastle Utd,Away,2,87,Matt Ritchie,Blocked,20,Left Foot,Volley,,,,
2021-08-15,Newcastle Utd,Away,2,88,Federico Fernández,Wayward,10,Right Foot,Volley,,,,
2021-08-15,West Ham,Away,1,2,Craig Dawson,Blocked,7,Head,,Aaron Cresswell,Pass (Dead),Saïd Benrahma,Pass (Live)
2021-08-15,West Ham,Away,1,2,Tomáš Souček,Blocked,4,Head,,Craig Dawson,Shot,,
2021-08-15,West Ham,Away,1,8,Michail Antonio,Blocked,26,Right Foot,,Michail Antonio,Dribble,Pablo Fornals,Pass (Live)
2021-08-15,West Ham,Away,1,18,Aaron Cresswell,Goal,14,Left Foot,,Pablo Fornals,Pass (Live),Saïd Benrahma,Pass (Live)
2021-08-15,West Ham,Away,1,23,Jarrod Bowen,Saved,10,Left Foot,,Jarrod Bowen,Dribble,Jarrod Bowen,Dribble
2021-08-15,West Ham,Away,1,30,Tomáš Souček,Blocked,8,Head,Diving header,Declan Rice,Pass (Live),Jarrod Bowen,Pass (Dead)
2021-08-15,West Ham,Away,1,31,Saïd Benrahma,Blocked,15,Right Foot,,Pablo Fornals,Pass (Live),Aaron Cresswell,Pass (Live)
2021-08-15,West Ham,Away,1,31,Pablo Fornals,Off Target,22,Right Foot,Half volley,Saïd Benrahma,Shot,,
2021-08-15,West Ham,Away,1,44,Saïd Benrahma,Off Target,27,Right Foot,,Jarrod Bowen,Pass (Live),,
2021-08-15,West Ham,Away,2,52,Aaron Cresswell,Off Target,32,Left Foot,Free kick,Saïd Benrahma,Fouled,Declan Rice,Pass (Live)
2021-08-15,West Ham,Away,2,53,Saïd Benrahma,Goal,5,Head,,Michail Antonio,Pass (Live),Jarrod Bowen,Pass (Live)
2021-08-15,West Ham,Away,2,62,Michail Antonio,Woodwork,3,Head,Open goal,Vladimír Coufal,Pass (Live),Pablo Fornals,Pass (Live)
2021-08-15,West Ham,Away,2,63,Michail Antonio (pen),Saved,12,Right Foot,,Pablo Fornals,Fouled,,
2021-08-15,West Ham,Away,2,63,Tomáš Souček,Goal,6,Right Foot,,Michail Antonio,Shot,,
2021-08-15,West Ham,Away,2,66,Jarrod Bowen,Saved,27,Left Foot,,,,,
2021-08-15,West Ham,Away,2,66,Michail Antonio,Goal,14,Right Foot,,Saïd Benrahma,Pass (Live),Jarrod Bowen,Pass (Live)
2021-08-15,West Ham,Away,2,81,Pablo Fornals,Saved,20,Right Foot,,Declan Rice,Pass (Live),Tomáš Souček,Pass (Live)
2021-08-15,West Ham,Away,2,83,Tomáš Souček,Blocked,20,Left Foot,,Jarrod Bowen,Pass (Live),Declan Rice,Pass (Live)
2021-08-15,Tottenham,Away,1,21,Steven Bergwijn,Blocked,22,Right Foot,,Pierre Højbjerg,Pass (Live),Pierre Højbjerg,Fouled
2021-08-15,Tottenham,Away,1,24,Davinson Sánchez,Wayward,9,Head,,Son Heung-min,Pass (Dead),Dele Alli,Fouled
2021-08-15,Tottenham,Away,1,24,Lucas Moura,Blocked,11,Right Foot,Volley,Davinson Sánchez,Shot,,
2021-08-15,Tottenham,Away,1,28,Son Heung-min,Blocked,12,Left Foot,,Steven Bergwijn,Pass (Live),Lucas Moura,Pass (Live)
2021-08-15,Tottenham,Away,1,40,Son Heung-min,Blocked,19,Right Foot,,Lucas Moura,Pass (Live),Pierre Højbjerg,Pass (Live)
2021-08-15,Tottenham,Away,1,42,Son Heung-min,Off Target,22,Right Foot,Half volley,Lucas Moura,Pass (Live),Son Heung-min,Pass (Live)
2021-08-15,Tottenham,Away,2,49,Lucas Moura,Off Target,25,Right Foot,,Sergio Reguilón,Pass (Live),,
2021-08-15,Tottenham,Away,2,53,Lucas Moura,Wayward,5,Head,,Japhet Tanganga,Pass (Live),Sergio Reguilón,Pass (Live)
2021-08-15,Tottenham,Away,2,54,Pierre Højbjerg,Blocked,31,Right Foot,,Lucas Moura,Pass (Live),,
2021-08-15,Tottenham,Away,2,55,Son Heung-min,Goal,22,Left Foot,,Steven Bergwijn,Pass (Live),Lucas Moura,Pass (Live)
2021-08-15,Tottenham,Away,2,60,Steven Bergwijn,Off Target,16,Left Foot,,,,,
2021-08-15,Tottenham,Away,2,61,Steven Bergwijn,Saved,30,Right Foot,,Sergio Reguilón,Pass (Live),Steven Bergwijn,Pass (Live)
2021-08-15,Tottenham,Away,2,74,Lucas Moura,Blocked,11,Right Foot,Half volley,,,,
2021-08-15,Tottenham,Away,2,79,Son Heung-min,Blocked,24,Right Foot,,Pierre Højbjerg,Pass (Dead),Lucas Moura,Fouled
2021-08-15,Manchester City,Away,1,4,İlkay Gündoğan,Blocked,24,Right Foot,Free kick,Jack Grealish,Fouled,Raheem Sterling,Pass (Live)
2021-08-15,Manchester City,Away,1,5,Fernandinho,Off Target,7,Head,,Benjamin Mendy,Pass (Live),Jack Grealish,Pass (Live)
2021-08-15,Manchester City,Away,1,6,João Cancelo,Off Target,12,Right Foot,Half volley,João Cancelo,Dribble,,
2021-08-15,Manchester City,Away,1,34,Jack Grealish,Blocked,19,Right Foot,,,,,
2021-08-15,Manchester City,Away,1,35,Riyad Mahrez,Off Target,10,Left Foot,Half volley,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2021-08-15,Manchester City,Away,1,41,Riyad Mahrez,Blocked,18,Left Foot,,Fernandinho,Pass (Live),Ederson,Pass (Dead)
2021-08-15,Manchester City,Away,1,44,Jack Grealish,Blocked,16,Right Foot,,João Cancelo,Pass (Live),Riyad Mahrez,Pass (Live)
2021-08-15,Manchester City,Away,1,44,Fernandinho,Off Target,29,Right Foot,,Jack Grealish,Shot,,
2021-08-15,Manchester City,Away,2,48,İlkay Gündoğan,Blocked,14,Right Foot,,Jack Grealish,Pass (Live),Riyad Mahrez,Pass (Live)
2021-08-15,Manchester City,Away,2,49,Raheem Sterling,Saved,20,Right Foot,,Benjamin Mendy,Pass (Live),Ederson,Pass (Dead)
2021-08-15,Manchester City,Away,2,52,Fernandinho,Off Target,30,Right Foot,,Riyad Mahrez,Pass (Live),Ferrán Torres,Pass (Live)
2021-08-15,Manchester City,Away,2,57,João Cancelo,Off Target,29,Right Foot,,Fernandinho,Pass (Live),Benjamin Mendy,Pass (Live)
2021-08-15,Manchester City,Away,2,60,Nathan Aké,Wayward,6,Head,,Fernandinho,Pass (Live),Riyad Mahrez,Pass (Live)
2021-08-15,Manchester City,Away,2,70,Ferrán Torres,Off Target,5,Left Foot,Half volley,João Cancelo,Pass (Live),İlkay Gündoğan,Pass (Dead)
2021-08-15,Manchester City,Away,2,75,Jack Grealish,Saved,13,Left Foot,,Gabriel Jesus,Pass (Live),Benjamin Mendy,Pass (Live)
2021-08-15,Manchester City,Away,2,81,João Cancelo,Off Target,18,Head,,Kevin De Bruyne,Pass (Dead),,
2021-08-15,Manchester City,Away,2,84,Kevin De Bruyne,Saved,24,Right Foot,,Jack Grealish,Pass (Live),Kevin De Bruyne,Pass (Live)
2021-08-15,Manchester City,Away,2,86,Ferrán Torres,Saved,10,Right Foot,,João Cancelo,Pass (Live),Ferrán Torres,Pass (Live)
2021-08-21,Liverpool,Home,1,3,Diogo Jota,Off Target,9,Head,,Trent Alexander-Arnold,Pass (Dead),Harvey Elliott,Fouled
2021-08-21,Liverpool,Home,1,5,Jordan Henderson,Wayward,52,Right Foot,Half volley,,,,
2021-08-21,Liverpool,Home,1,18,Diogo Jota,Goal,9,Head,,Kostas Tsimikas,Pass (Live),Naby Keïta,Pass (Live)
2021-08-21,Liverpool,Home,1,22,Mohamed Salah,Saved,19,Left Foot,,Harvey Elliott,Pass (Live),Naby Keïta,Pass (Live)
2021-08-21,Liverpool,Home,1,22,Virgil van Dijk,Off Target,8,Head,,Kostas Tsimikas,Pass (Dead),Mohamed Salah,Shot
2021-08-21,Liverpool,Home,1,31,Sadio Mané,Off Target,10,Right Foot,Volley,Trent Alexander-Arnold,Pass (Live),Naby Keïta,Pass (Live)
2021-08-21,Liverpool,Home,1,33,Diogo Jota,Blocked,22,Right Foot,,Jordan Henderson,Pass (Live),Naby Keïta,Tackle
2021-08-21,Liverpool,Home,1,39,Naby Keïta,Off Target,28,Right Foot,Volley,Harvey Elliott,Pass (Live),Diogo Jota,Pass (Live)
2021-08-21,Liverpool,Home,1,42,Harvey Elliott,Wayward,13,Left Foot,,Sadio Mané,Pass (Live),Diogo Jota,Pass (Live)
2021-08-21,Liverpool,Home,1,42,Mohamed Salah,Blocked,18,Left Foot,,,,,
2021-08-21,Liverpool,Home,2,56,Sadio Mané,Saved,14,Right Foot,,Diogo Jota,Pass (Live),Trent Alexander-Arnold,Pass (Live)
2021-08-21,Liverpool,Home,2,58,Virgil van Dijk,Blocked,13,Right Foot,Volley,Trent Alexander-Arnold,Pass (Dead),,
2021-08-21,Liverpool,Home,2,58,Sadio Mané,Off Target,4,Left Foot,Half volley,Virgil van Dijk,Shot,,
2021-08-21,Liverpool,Home,2,60,Mohamed Salah,Blocked,12,Left Foot,,Mohamed Salah,Dribble,Harvey Elliott,Pass (Live)
2021-08-21,Liverpool,Home,2,60,Joël Matip,Wayward,8,Head,,Kostas Tsimikas,Pass (Dead),,
2021-08-21,Liverpool,Home,2,60,Sadio Mané,Blocked,17,Right Foot,Volley,Joël Matip,Shot,,
2021-08-21,Liverpool,Home,2,62,Sadio Mané,Saved,15,Left Foot,,Kostas Tsimikas,Pass (Live),Trent Alexander-Arnold,Pass (Live)
2021-08-21,Liverpool,Home,2,64,Harvey Elliott,Blocked,14,Right Foot,,Mohamed Salah,Pass (Live),,
2021-08-21,Liverpool,Home,2,65,Sadio Mané,Saved,7,Head,,Trent Alexander-Arnold,Pass (Live),Trent Alexander-Arnold,Dribble
2021-08-21,Liverpool,Home,2,69,Sadio Mané,Goal,13,Right Foot,Half volley,Trent Alexander-Arnold,Pass (Live),Harvey Elliott,Pass (Live)
2021-08-21,Liverpool,Home,2,73,Virgil van Dijk,Wayward,3,Head,,Trent Alexander-Arnold,Pass (Dead),Harvey Elliott,Fouled
2021-08-21,Liverpool,Home,2,73,Joël Matip,Blocked,4,Head,,Virgil van Dijk,Shot,,
2021-08-21,Liverpool,Home,2,74,Joël Matip,Off Target,8,Head,,Kostas Tsimikas,Pass (Live),Jordan Henderson,Pass (Live)
2021-08-21,Liverpool,Home,2,75,Mohamed Salah,Off Target,21,Left Foot,,Mohamed Salah,Dribble,Harvey Elliott,Pass (Live)
2021-08-21,Liverpool,Home,2,84,Trent Alexander-Arnold,Saved,20,Right Foot,,Mohamed Salah,Pass (Live),,
2021-08-21,Liverpool,Home,2,86,Thiago Alcántara,Blocked,22,Right Foot,,Roberto Firmino,Pass (Live),Mohamed Salah,Pass (Live)
2021-08-21,Liverpool,Home,2,87,Mohamed Salah,Off Target,21,Left Foot,,Trent Alexander-Arnold,Pass (Live),Roberto Firmino,Pass (Live)
2021-08-21,Liverpool,Home,2,90+1,Roberto Firmino,Saved,18,Left Foot,Half volley,Sadio Mané,Pass (Live),Thiago Alcántara,Pass (Live)
2021-08-21,Burnley,Away,1,17,Chris Wood,Saved,6,Head,,Dwight McNeil,Pass (Live),Ashley Barnes,Pass (Live)
2021-08-21,Burnley,Away,1,20,Dwight McNeil,Saved,18,Left Foot,,Ashley Barnes,Pass (Live),Jack Cork,Tackle
2021-08-21,Burnley,Away,1,45,James Tarkowski,Off Target,17,Head,,Matthew Lowton,Pass (Dead),Chris Wood,Fouled
2021-08-21,Burnley,Away,2,68,James Tarkowski,Off Target,14,Head,,Jóhann Berg Guðmundsson,Pass (Live),Matthew Lowton,Pass (Dead)
2021-08-21,Burnley,Away,2,85,Dwight McNeil,Off Target,25,Left Foot,,Ashley Barnes,Pass (Live),Josh Brownhill,Pass (Live)
2021-08-21,Burnley,Away,2,90+2,Jay Rodriguez,Blocked,12,Left Foot,,Ashley Barnes,Pass (Live),Jack Cork,Pass (Live)
2021-08-21,Burnley,Away,2,90+3,Ben Mee,Off Target,9,Head,,Josh Brownhill,Pass (Dead),Jay Rodriguez,Shot
2021-08-21,Burnley,Away,2,90+5,Ashley Barnes,Saved,11,Right Foot,,Jay Rodriguez,Pass (Live),,
2021-08-21,Burnley,Away,2,90+5,Jack Cork,Off Target,24,Right Foot,,Ashley Barnes,Shot,,
2021-08-21,Aston Villa,Home,1,4,Anwar El Ghazi,Off Target,19,Right Foot,,John McGinn,Pass (Live),Emi Buendía,Pass (Live)
2021-08-21,Aston Villa,Home,1,15,John McGinn,Off Target,25,Left Foot,,Emi Buendía,Pass (Live),Anwar El Ghazi,Pass (Live)
2021-08-21,Aston Villa,Home,1,29,Matty Cash,Off Target,21,Right Foot,Half volley,,,,
2021-08-21,Aston Villa,Home,1,34,Douglas Luiz,Off Target,22,Right Foot,,Emi Buendía,Pass (Live),Ezri Konsa,Pass (Live)
2021-08-21,Aston Villa,Home,1,45+3,Danny Ings,Goal,11,Right Foot,Overhead kick,Tyrone Mings,Pass (Live),Matty Cash,Pass (Dead)
2021-08-21,Aston Villa,Home,2,58,Tyrone Mings,Blocked,6,Head,,Ezri Konsa,Pass (Live),John McGinn,Pass (Dead)
2021-08-21,Aston Villa,Home,2,62,Anwar El Ghazi (pen),Goal,12,Right Foot,,Tyrone Mings,Shot,,
2021-08-21,Aston Villa,Home,2,74,Jacob Ramsey,Off Target,24,Left Foot,,Emi Buendía,Pass (Live),John McGinn,Pass (Live)
2021-08-21,Aston Villa,Home,2,79,Danny Ings,Off Target,6,Head,,John McGinn,Pass (Dead),Matty Cash,Pass (Live)
2021-08-21,Aston Villa,Home,2,90+2,Anwar El Ghazi,Off Target,22,Right Foot,,John McGinn,Pass (Dead),Jaden Philogene Bidace,Fouled
2021-08-21,Newcastle Utd,Away,1,5,Callum Wilson,Off Target,19,Right Foot,,Federico Fernández,Pass (Live),Matt Ritchie,Pass (Live)
2021-08-21,Newcastle Utd,Away,1,14,Jamaal Lascelles,Wayward,8,Head,,Matt Ritchie,Pass (Dead),,
2021-08-21,Newcastle Utd,Away,1,45+1,Federico Fernández,Off Target,11,Head,,Matt Ritchie,Pass (Dead),Joe Willock,Fouled
2021-08-21,Newcastle Utd,Away,2,65,Matt Ritchie,Off Target,21,Left Foot,,Callum Wilson,Pass (Live),Matt Ritchie,Pass (Live)
2021-08-21,Newcastle Utd,Away,2,71,Callum Wilson,Off Target,8,Head,,Matt Ritchie,Pass (Dead),Fabian Schär,Pass (Live)
2021-08-21,Newcastle Utd,Away,2,73,Allan Saint-Maximin,Blocked,30,Right Foot,,Joe Willock,Pass (Live),Sean Longstaff,Pass (Live)
2021-08-21,Newcastle Utd,Away,2,90+3,Ryan Fraser,Off Target,15,Right Foot,,Miguel Almirón,Pass (Live),Joelinton,Pass (Live)
2021-08-21,Newcastle Utd,Away,2,90+4,Callum Wilson,Off Target,14,Left Foot,Half volley,Matt Ritchie,Pass (Live),,
2021-08-21,Newcastle Utd,Away,2,90+7,Joelinton,Saved,8,Head,,Matt Ritchie,Pass (Dead),,
2021-08-21,Manchester City,Home,1,2,Rodri,Wayward,25,Right Foot,Half volley,,,,
2021-08-21,Manchester City,Home,1,11,Ferrán Torres,Blocked,24,Right Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live)
2021-08-21,Manchester City,Home,1,22,Jack Grealish,Goal,5,Other,Open goal,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live)
2021-08-21,Manchester City,Home,1,27,João Cancelo,Off Target,25,Right Foot,,Aymeric Laporte,Pass (Live),Bernardo Silva,Pass (Live)
2021-08-21,Manchester City,Home,1,31,Bernardo Silva,Blocked,22,Left Foot,,İlkay Gündoğan,Pass (Live),Jack Grealish,Pass (Live)
2021-08-21,Manchester City,Home,1,45+1,Ferrán Torres,Blocked,19,Right Foot,,Rodri,Tackle,,
2021-08-21,Manchester City,Home,2,52,Rodri,Off Target,23,Right Foot,,,,,
2021-08-21,Manchester City,Home,2,55,Kyle Walker,Blocked,24,Right Foot,,Gabriel Jesus,Pass (Live),,
2021-08-21,Manchester City,Home,2,55,Gabriel Jesus,Off Target,15,Left Foot,,Kyle Walker,Shot,,
2021-08-21,Manchester City,Home,2,59,Ferrán Torres,Blocked,21,Left Foot,,Rúben Dias,Tackle,,
2021-08-21,Manchester City,Home,2,64,Aymeric Laporte,Blocked,5,Head,,İlkay Gündoğan,Pass (Dead),Kyle Walker,Pass (Live)
2021-08-21,Manchester City,Home,2,64,Aymeric Laporte,Goal,7,Right Foot,Half volley,,,,
2021-08-21,Manchester City,Home,2,71,Raheem Sterling,Goal,5,Right Foot,,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live)
2021-08-21,Manchester City,Home,2,84,Riyad Mahrez,Goal,12,Left Foot,,Rúben Dias,Pass (Live),Aymeric Laporte,Pass (Live)
2021-08-21,Manchester City,Home,2,87,Riyad Mahrez,Blocked,23,Left Foot,Free kick,Raheem Sterling,Fouled,Kyle Walker,Pass (Live)
2021-08-21,Manchester City,Home,2,89,Raheem Sterling,Off Target,22,Right Foot,Half volley,Riyad Mahrez,Pass (Dead),,
2021-08-21,Norwich City,Away,2,78,Milot Rashica,Off Target,17,Right Foot,,,,,
2021-08-21,Leeds United,Home,1,7,Patrick Bamford,Blocked,12,Left Foot,,Jack Harrison,Pass (Live),Luke Ayling,Pass (Live)
2021-08-21,Leeds United,Home,1,10,Raphael Dias Belloli,Saved,22,Left Foot,,,,,
2021-08-21,Leeds United,Home,1,15,Luke Ayling,Blocked,28,Right Foot,,Kalvin Phillips,Pass (Live),,
2021-08-21,Leeds United,Home,1,16,Kalvin Phillips,Blocked,25,Right Foot,,Mateusz Klich,Pass (Dead),Luke Ayling,Shot
2021-08-21,Leeds United,Home,1,16,Mateusz Klich,Saved,27,Left Foot,Volley,,,,
2021-08-21,Leeds United,Home,1,32,Raphael Dias Belloli,Off Target,25,Left Foot,,Mateusz Klich,Pass (Live),Luke Ayling,Pass (Live)
2021-08-21,Leeds United,Home,1,40,Raphael Dias Belloli,Off Target,23,Left Foot,,Mateusz Klich,Pass (Live),Raphael Dias Belloli,Pass (Live)
2021-08-21,Leeds United,Home,1,41,Mateusz Klich,Goal,15,Right Foot,,Patrick Bamford,Pass (Live),Patrick Bamford,Dribble
2021-08-21,Leeds United,Home,1,45+5,Mateusz Klich,Off Target,25,Right Foot,,,,,
2021-08-21,Leeds United,Home,2,54,Raphael Dias Belloli,Blocked,19,Left Foot,Volley,Stuart Dallas,Pass (Live),,
2021-08-21,Leeds United,Home,2,72,Raphael Dias Belloli,Goal,20,Left Foot,,Liam Cooper,Pass (Live),Kalvin Phillips,Pass (Live)
2021-08-21,Leeds United,Home,2,74,Stuart Dallas,Off Target,32,Right Foot,,Patrick Bamford,Pass (Live),Tyler Roberts,Pass (Live)
2021-08-21,Leeds United,Home,2,77,Liam Cooper,Off Target,10,Head,,Raphael Dias Belloli,Pass (Dead),Stuart Dallas,Fouled
2021-08-21,Leeds United,Home,2,82,Pascal Struijk,Off Target,9,Head,,Stuart Dallas,Pass (Dead),Raphael Dias Belloli,Fouled
2021-08-21,Leeds United,Home,2,84,Patrick Bamford,Blocked,16,Left Foot,,Kalvin Phillips,Pass (Live),Stuart Dallas,Pass (Live)
2021-08-21,Leeds United,Home,2,85,Raphael Dias Belloli,Blocked,28,Left Foot,Half volley,Luke Ayling,Pass (Live),,
2021-08-21,Leeds United,Home,2,90+5,Jack Harrison,Blocked,21,Right Foot,,,,,
2021-08-21,Leeds United,Home,2,90+5,Patrick Bamford,Blocked,5,Left Foot,,Jack Harrison,Shot,,
2021-08-21,Everton,Away,1,1,Abdoulaye Doucouré,Off Target,27,Right Foot,,Richarlison,Pass (Live),,
2021-08-21,Everton,Away,1,10,Richarlison,Blocked,31,Right Foot,,Lucas Digne,Pass (Live),,
2021-08-21,Everton,Away,1,14,Richarlison,Blocked,16,Left Foot,,Séamus Coleman,Pass (Dead),,
2021-08-21,Everton,Away,1,25,Richarlison,Blocked,24,Right Foot,,Allan,Pass (Live),,
2021-08-21,Everton,Away,1,30,Dominic Calvert-Lewin (pen),Goal,12,Right Foot,,Dominic Calvert-Lewin,Fouled,Richarlison,Pass (Live)
2021-08-21,Everton,Away,1,43,Abdoulaye Doucouré,Saved,28,Right Foot,,Richarlison,Pass (Live),Dominic Calvert-Lewin,Pass (Dead)
2021-08-21,Everton,Away,1,44,Alex Iwobi,Off Target,16,Left Foot,Volley,Dominic Calvert-Lewin,Pass (Live),Abdoulaye Doucouré,Pass (Live)
2021-08-21,Everton,Away,2,50,Demarai Gray,Goal,11,Left Foot,,Abdoulaye Doucouré,Pass (Live),,
2021-08-21,Everton,Away,2,53,Dominic Calvert-Lewin,Saved,7,Right Foot,,Demarai Gray,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
2021-08-21,Everton,Away,2,58,Dominic Calvert-Lewin,Saved,9,Left Foot,,Alex Iwobi,Pass (Live),Abdoulaye Doucouré,Pass (Live)
2021-08-21,Everton,Away,2,59,Richarlison,Off Target,8,Head,,Lucas Digne,Pass (Dead),Dominic Calvert-Lewin,Shot
2021-08-21,Everton,Away,2,74,Dominic Calvert-Lewin,Saved,11,Head,,Alex Iwobi,Pass (Live),Demarai Gray,Pass (Live)
2021-08-21,Everton,Away,2,76,Richarlison,Off Target,21,Right Foot,,,,,
2021-08-21,Everton,Away,2,87,Séamus Coleman,Off Target,25,Left Foot,,Dominic Calvert-Lewin,Pass (Live),Abdoulaye Doucouré,Pass (Live)
2021-08-21,Everton,Away,2,89,Andros Townsend,Saved,26,Left Foot,,Richarlison,Pass (Live),Lucas Digne,Pass (Live)
2021-08-21,Everton,Away,2,90+1,Abdoulaye Doucouré,Blocked,23,Left Foot,,,,,
2021-08-21,Everton,Away,2,90+1,Michael Keane,Saved,7,Head,,Lucas Digne,Pass (Dead),Abdoulaye Doucouré,Shot
2021-08-21,Crystal Palace,Home,1,7,Conor Gallagher,Woodwork,8,Right Foot,,Wilfried Zaha,Pass (Live),Conor Gallagher,Pass (Live)
2021-08-21,Crystal Palace,Home,1,32,Conor Gallagher,Saved,20,Left Foot,,Jeffrey Schlupp,Pass (Live),Jeffrey Schlupp,Dribble
2021-08-21,Crystal Palace,Home,2,54,Christian Benteke,Off Target,8,Head,,Joel Ward,Pass (Live),Conor Gallagher,Pass (Live)
2021-08-21,Crystal Palace,Home,2,69,James McArthur,Saved,21,Right Foot,,Wilfried Zaha,Pass (Live),Jordan Ayew,Pass (Live)
2021-08-21,Crystal Palace,Home,2,70,Joel Ward,Off Target,24,Left Foot,Half volley,,,,
2021-08-21,Crystal Palace,Home,2,84,Jordan Ayew,Off Target,13,Right Foot,Volley,Christian Benteke,Pass (Live),Wilfried Zaha,Pass (Live)
2021-08-21,Crystal Palace,Home,2,90+4,Joachim Andersen,Off Target,12,Head,,Conor Gallagher,Pass (Dead),Conor Gallagher,Fouled
2021-08-21,Brentford,Away,1,9,Ivan Toney,Off Target,26,Left Foot,Half volley,Christian Nørgaard,Pass (Live),Bryan Mbeumo,Pass (Live)
2021-08-21,Brentford,Away,1,21,Kristoffer Ajer,Blocked,10,Right Foot,,Sergi Canós,Pass (Live),Ethan Pinnock,Pass (Live)
2021-08-21,Brentford,Away,1,21,Vitaly Janelt,Blocked,22,Right Foot,,Kristoffer Ajer,Shot,,
2021-08-21,Brentford,Away,1,21,Bryan Mbeumo,Off Target,17,Left Foot,,Rico Henry,Pass (Live),Vitaly Janelt,Shot
2021-08-21,Brentford,Away,1,36,Frank Onyeka,Blocked,19,Left Foot,,Bryan Mbeumo,Pass (Live),Ivan Toney,Pass (Live)
2021-08-21,Brentford,Away,1,40,Bryan Mbeumo,Woodwork,21,Left Foot,Free kick,Frank Onyeka,Fouled,Sergi Canós,Pass (Live)
2021-08-21,Brentford,Away,1,45,Ivan Toney,Saved,12,Left Foot,Volley,Rico Henry,Pass (Live),Rico Henry,Dribble
2021-08-21,Brentford,Away,1,45+2,Vitaly Janelt,Blocked,25,Left Foot,,Frank Onyeka,Pass (Live),,
2021-08-21,Brentford,Away,1,45+2,Ethan Pinnock,Wayward,14,Head,,Sergi Canós,Pass (Live),Frank Onyeka,Pass (Live)
2021-08-21,Brentford,Away,1,45+2,Frank Onyeka,Saved,27,Right Foot,,Vitaly Janelt,Pass (Live),Rico Henry,Pass (Live)
2021-08-21,Brentford,Away,2,48,Ivan Toney,Saved,4,Other,,Bryan Mbeumo,Pass (Dead),,
2021-08-21,Brentford,Away,2,60,Bryan Mbeumo,Off Target,24,Left Foot,,Vitaly Janelt,Pass (Dead),Frank Onyeka,Fouled
2021-08-21,Brentford,Away,2,67,Ivan Toney,Off Target,5,Head,,Bryan Mbeumo,Pass (Dead),,
