Date,Squad,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event,45+,Home_Away,order,xG
2022-03-05,Norwich City,2,92,Teemu Pukki,Goal,9,Right Foot,Half volley,Jon Rowe,Pass (Live),Sam Byram,Pass (Live),0,Home,262,0.13526175916194916
2022-03-05,Norwich City,2,94,Sam Byram,Blocked,17,Right Foot,Half volley,Pierre Lees-Melou,Pass (Live),Max Aarons,Pass (Live),0,Home,262,0.032706309109926224
2022-03-05,Norwich City,2,98,Josh Sargent,Off Target,20,Right Foot,Half volley,,,,,0,Home,262,0.022707406431436542
2022-03-05,Liverpool,1,2,Mohamed Salah,Saved,11,Left Foot,,Trent Alexander-Arnold,Pass (Dead),,,0,Home,263,0.2805435657501221
2022-03-05,Liverpool,1,3,Virgil van Dijk,Off Target,10,Right Foot,Back heel,Trent Alexander-Arnold,Pass (Dead),Andrew Robertson,Fouled,0,Home,263,0.09080959111452104
2022-03-05,Liverpool,1,12,Luis Díaz,Blocked,12,Right Foot,Half volley,Luis Díaz,Dribble,Andrew Robertson,Pass (Live),0,Home,263,0.11050476878881453
2022-03-05,Liverpool,1,12,Mohamed Salah,Off Target,13,Left Foot,Half volley,Luis Díaz,Shot,,,0,Home,263,0.06714251637458801
2022-03-05,West Ham,1,14,Michail Antonio,Saved,19,Left Foot,Half volley,Pablo Fornals,Pass (Live),Manuel Lanzini,Pass (Live),0,Away,263,0.04236965253949165
2022-03-05,West Ham,1,18,Tomáš Souček,Saved,22,Right Foot,Volley,,,,,0,Away,263,0.0256472360342741
2022-03-05,Liverpool,1,20,Sadio Mané,Off Target,23,Left Foot,,Fabinho,Pass (Live),Trent Alexander-Arnold,Pass (Live),0,Home,263,0.020160241052508358
2022-03-05,West Ham,1,22,Michail Antonio,Saved,24,Right Foot,,Manuel Lanzini,Pass (Live),Nikola Vlašić,Pass (Live),0,Away,263,0.023726798593997955
2022-03-05,West Ham,1,23,Jarrod Bowen,Blocked,13,Left Foot,,Nikola Vlašić,Pass (Live),Michail Antonio,Shot,0,Away,263,0.07510051131248474
2022-03-05,Liverpool,1,27,Trent Alexander-Arnold,Wayward,23,Right Foot,Half volley,Naby Keïta,Pass (Live),Andrew Robertson,Pass (Live),0,Home,263,0.011491577140986921
2022-03-05,Liverpool,1,27,Sadio Mané,Goal,4,Right Foot,"Open goal, Half volley",Trent Alexander-Arnold,Shot,,,0,Home,263,0.6766660809516907
2022-03-05,Liverpool,1,33,Trent Alexander-Arnold,Off Target,19,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Dead),0,Home,263,0.10533656924962996
2022-03-05,Liverpool,1,37,Luis Díaz,Blocked,9,Right Foot,Half volley,Trent Alexander-Arnold,Pass (Live),Fabinho,Pass (Live),0,Home,263,0.14254038035869598
2022-03-05,West Ham,1,39,Pablo Fornals,Blocked,14,Right Foot,Lob,Ben Johnson,Pass (Live),Jarrod Bowen,Pass (Live),0,Away,263,0.2746174931526184
2022-03-05,West Ham,1,39,Pablo Fornals,Saved,6,Head,,Pablo Fornals,Shot,,,0,Away,263,0.03346497192978859
2022-03-05,West Ham,1,39,Nikola Vlašić,Blocked,14,Right Foot,,Nikola Vlašić,Dribble,Pablo Fornals,Shot,0,Away,263,0.1449548602104187
2022-03-05,West Ham,1,40,Tomáš Souček,Off Target,3,Head,,Jarrod Bowen,Pass (Dead),,,0,Away,263,0.07630117237567903
2022-03-05,West Ham,1,41,Pablo Fornals,Saved off Target,16,Right Foot,Volley,Ben Johnson,Pass (Live),Jarrod Bowen,Pass (Live),0,Away,263,0.02471114508807659
2022-03-05,West Ham,1,43,Michail Antonio,Off Target,23,Right Foot,,Jarrod Bowen,Pass (Live),Pablo Fornals,Pass (Live),0,Away,263,0.032578520476818085
2022-03-05,Liverpool,1,44,Mohamed Salah,Off Target,19,Left Foot,Volley,,,,,0,Home,263,0.05799327418208122
2022-03-05,West Ham,2,48,Jarrod Bowen,Off Target,13,Left Foot,,,,,,0,Away,263,0.05349403992295265
2022-03-05,Liverpool,2,50,Trent Alexander-Arnold,Saved,25,Right Foot,Half volley,Jordan Henderson,Pass (Live),,,0,Home,263,0.02267857082188129
2022-03-05,Liverpool,2,58,Naby Keïta,Off Target,27,Right Foot,,Andrew Robertson,Pass (Live),Luis Díaz,Pass (Live),0,Home,263,0.01701466366648674
2022-03-05,Liverpool,2,64,Luis Díaz,Off Target,18,Right Foot,,Sadio Mané,Pass (Live),Ibrahima Konaté,Pass (Live),0,Home,263,0.07543814927339554
2022-03-05,Liverpool,2,66,Mohamed Salah,Saved,20,Left Foot,Half volley,Jordan Henderson,Pass (Live),Mohamed Salah,Pass (Live),0,Home,263,0.034455783665180206
2022-03-05,Liverpool,2,67,Mohamed Salah,Saved,19,Left Foot,,Andrew Robertson,Pass (Live),Naby Keïta,Pass (Live),0,Home,263,0.07749800384044647
2022-03-05,West Ham,2,70,Manuel Lanzini,Off Target,7,Right Foot,Half volley,Manuel Lanzini,Dribble,Tomáš Souček,Pass (Live),0,Away,263,0.4026997089385986
2022-03-05,Liverpool,2,71,Sadio Mané,Blocked,17,Left Foot,,Naby Keïta,Pass (Live),Luis Díaz,Pass (Live),0,Home,263,0.10691336542367937
2022-03-05,Liverpool,2,72,Sadio Mané,Blocked,16,Left Foot,,Sadio Mané,Shot,,,0,Home,263,0.06092141196131706
2022-03-05,Liverpool,2,74,Mohamed Salah,Blocked,25,Left Foot,,Mohamed Salah,Dribble,Luis Díaz,Pass (Live),0,Home,263,0.02189995534718037
2022-03-05,Liverpool,2,75,Luis Díaz,Off Target,22,Right Foot,,Trent Alexander-Arnold,Pass (Live),Luis Díaz,Pass (Live),0,Home,263,0.029382107779383663
2022-03-05,West Ham,2,80,Michail Antonio,Blocked,11,Right Foot,,Michail Antonio,Dribble,Mark Noble,Pass (Live),0,Away,263,0.13781553506851196
2022-03-05,Liverpool,2,92,Sadio Mané,Blocked,18,Right Foot,,Andrew Robertson,Pass (Live),Luis Díaz,Pass (Live),0,Home,263,0.09364497661590576
2022-03-05,Liverpool,2,93,Luis Díaz,Blocked,23,Right Foot,,,,,,0,Home,263,0.03269171714782715
2022-03-05,Liverpool,2,95,Diogo Jota,Off Target,20,Left Foot,,Sadio Mané,Pass (Live),Luis Díaz,Pass (Live),0,Home,263,0.0746365562081337
2022-03-06,Arsenal,1,5,Martin Ødegaard,Goal,12,Left Foot,,Bukayo Saka,Pass (Live),Martin Ødegaard,Pass (Live),0,Away,264,0.09653151035308838
2022-03-06,Watford,1,10,Cucho,Saved,26,Right Foot,Free kick,Emmanuel Dennis,Fouled,Hassane Kamara,Pass (Live),0,Home,264,0.04953982681035996
2022-03-06,Watford,1,11,Cucho,Goal,9,Right Foot,Overhead kick,Kiko Femenía,Pass (Live),Emmanuel Dennis,Pass (Live),0,Home,264,0.09579533338546753
2022-03-06,Arsenal,1,18,Martinelli,Blocked,22,Right Foot,,Martin Ødegaard,Pass (Live),Alexandre Lacazette,Pass (Live),0,Away,264,0.045578159391880035
2022-03-06,Arsenal,1,18,Thomas Partey,Off Target,21,Left Foot,,Thomas Partey,Dribble,Granit Xhaka,Pass (Live),0,Away,264,0.04517955332994461
2022-03-06,Watford,1,25,Imran Louza,Saved,29,Left Foot,Free kick,João Pedro,Fouled,Moussa Sissoko,Pass (Live),0,Home,264,0.0528550073504448
2022-03-06,Watford,1,25,Emmanuel Dennis,Saved,15,Left Foot,,Moussa Sissoko,Pass (Live),Imran Louza,Pass (Live),0,Home,264,0.08371435850858687
2022-03-06,Arsenal,1,26,Granit Xhaka,Off Target,18,Left Foot,Volley,Martinelli,Pass (Live),,,0,Away,264,0.04518874734640122
2022-03-06,Arsenal,1,27,Thomas Partey,Off Target,28,Right Foot,,Kieran Tierney,Pass (Live),Thomas Partey,Pass (Live),0,Away,264,0.014226126484572887
2022-03-06,Watford,1,29,Moussa Sissoko,Off Target,34,Right Foot,,Hassane Kamara,Pass (Live),,,0,Home,264,0.014838472940027712
2022-03-06,Arsenal,1,30,Bukayo Saka,Goal,18,Left Foot,,Alexandre Lacazette,Pass (Live),Bukayo Saka,Pass (Live),0,Away,264,0.07472382485866548
2022-03-06,Arsenal,1,32,Alexandre Lacazette,Off Target,10,Head,,Kieran Tierney,Pass (Live),Granit Xhaka,Pass (Live),0,Away,264,0.1068686693906784
2022-03-06,Arsenal,1,45,Martinelli,Blocked,17,Right Foot,,Thomas Partey,Pass (Live),Granit Xhaka,Pass (Live),1,Away,264,0.05618547648191452
2022-03-06,Arsenal,1,46,Gabriel Dos Santos,Off Target,5,Head,,Cédric Soares,Pass (Live),Martin Ødegaard,Pass (Live),1,Away,264,0.04000341519713402
2022-03-06,Arsenal,2,52,Martinelli,Goal,21,Right Foot,,Alexandre Lacazette,Pass (Live),Martin Ødegaard,Pass (Live),0,Away,264,0.052659012377262115
2022-03-06,Watford,2,54,Cucho,Blocked,26,Right Foot,,Cucho,Dribble,Cucho,Dribble,0,Home,264,0.016090948134660717
2022-03-06,Watford,2,56,Hassane Kamara,Off Target,20,Left Foot,,João Pedro,Pass (Live),João Pedro,Dribble,0,Home,264,0.0652836412191391
2022-03-06,Watford,2,57,Tom Cleverley,Saved,14,Left Foot,,Emmanuel Dennis,Pass (Live),João Pedro,Pass (Live),0,Home,264,0.06720823794603348
2022-03-06,Arsenal,2,58,Alexandre Lacazette,Wayward,17,Left Foot,,Martin Ødegaard,Pass (Live),Alexandre Lacazette,Pass (Live),0,Away,264,0.09886075556278227
2022-03-06,Arsenal,2,61,Ben White,Wayward,11,Right Foot,Volley,Martin Ødegaard,Pass (Live),Kieran Tierney,Pass (Live),0,Away,264,0.0959169790148735
2022-03-06,Watford,2,63,Emmanuel Dennis,Blocked,12,Right Foot,,Cucho,Pass (Live),Kiko Femenía,Pass (Live),0,Home,264,0.11794232577085495
2022-03-06,Arsenal,2,70,Cédric Soares,Blocked,20,Left Foot,,,,,,0,Away,264,0.03056402318179608
2022-03-06,Arsenal,2,70,Ben White,Saved,15,Right Foot,Half volley,,,,,0,Away,264,0.036040812730789185
2022-03-06,Watford,2,72,Emmanuel Dennis,Wayward,6,Right Foot,Half volley,Kiko Femenía,Pass (Live),Moussa Sissoko,Pass (Live),0,Home,264,0.3470849096775055
2022-03-06,Arsenal,2,79,Nicolas Pépé,Off Target,19,Left Foot,,Bukayo Saka,Pass (Live),Martin Ødegaard,Pass (Live),0,Away,264,0.0649203434586525
2022-03-06,Arsenal,2,81,Eddie Nketiah,Woodwork,19,Right Foot,,Martin Ødegaard,Pass (Live),Granit Xhaka,Pass (Live),0,Away,264,0.1011240854859352
2022-03-06,Watford,2,85,Emmanuel Dennis,Blocked,19,Right Foot,Half volley,Moussa Sissoko,Pass (Live),,,0,Home,264,0.056201253086328506
2022-03-06,Watford,2,87,Moussa Sissoko,Goal,7,Right Foot,,Moussa Sissoko,Dribble,Cucho,Pass (Live),0,Home,264,0.3121994733810425
2022-03-06,Watford,2,94,Samuel Kalu,Saved,28,Right Foot,,Moussa Sissoko,Pass (Live),João Pedro,Pass (Live),0,Home,264,0.017271511256694794
2022-03-06,Manchester City,1,5,Kevin De Bruyne,Goal,10,Left Foot,,Bernardo Silva,Pass (Live),Jack Grealish,Pass (Live),0,Home,265,0.1133878082036972
2022-03-06,Manchester Utd,1,8,Fred,Saved,6,Left Foot,,Fred,Dribble,Bruno Fernandes,Pass (Live),0,Away,265,0.13309994339942932
2022-03-06,Manchester City,1,16,Kevin De Bruyne,Blocked,18,Right Foot,,,,,,0,Home,265,0.07947860658168793
2022-03-06,Manchester City,1,17,Kevin De Bruyne,Saved,13,Left Foot,,Rodri,Pass (Live),,,0,Home,265,0.10487672686576843
2022-03-06,Manchester Utd,1,22,Jadon Sancho,Goal,17,Right Foot,,Jadon Sancho,Dribble,Paul Pogba,Pass (Live),0,Away,265,0.047353249043226235
2022-03-06,Manchester City,1,25,Phil Foden,Woodwork,13,Head,,Bernardo Silva,Pass (Live),Jack Grealish,Pass (Live),0,Home,265,0.031836215406656265
2022-03-06,Manchester City,1,26,Jack Grealish,Blocked,14,Right Foot,Volley,Jack Grealish,Pass (Live),Bernardo Silva,Pass (Live),0,Home,265,0.06815115362405777
2022-03-06,Manchester City,1,28,Phil Foden,Saved,9,Right Foot,Half volley,Phil Foden,Dribble,Jack Grealish,Pass (Live),0,Home,265,0.34946492314338684
2022-03-06,Manchester City,1,28,Bernardo Silva,Blocked,9,Left Foot,,Phil Foden,Shot,,,0,Home,265,0.11442596465349195
2022-03-06,Manchester City,1,28,Kevin De Bruyne,Goal,7,Right Foot,,,,,,0,Home,265,0.5623019933700562
2022-03-06,Manchester City,1,40,Phil Foden,Off Target,14,Left Foot,,Kevin De Bruyne,Pass (Live),,,0,Home,265,0.152543306350708
2022-03-06,Manchester Utd,1,41,Jadon Sancho,Off Target,12,Right Foot,,Bruno Fernandes,Pass (Live),,,0,Away,265,0.08784826099872589
2022-03-06,Manchester City,1,45,Riyad Mahrez,Saved,17,Left Foot,,Kevin De Bruyne,Pass (Live),Rodri,Pass (Dead),1,Home,265,0.06281433254480362
2022-03-06,Manchester City,2,48,Kevin De Bruyne,Blocked,14,Right Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Dribble,0,Home,265,0.07038199156522751
2022-03-06,Manchester Utd,1,48,Bruno Fernandes,Blocked,24,Right Foot,Half volley,,,,,1,Away,265,0.016545064747333527
2022-03-06,Manchester Utd,1,48,Alex Telles,Blocked,9,Left Foot,Volley,Scott McTominay,Pass (Live),Jadon Sancho,Pass (Live),1,Away,265,0.07693567872047424
2022-03-06,Manchester City,2,49,Bernardo Silva,Blocked,18,Left Foot,Half volley,Rodri,Pass (Live),Phil Foden,Pass (Dead),0,Home,265,0.07655929774045944
2022-03-06,Manchester City,2,54,Riyad Mahrez,Blocked,13,Left Foot,,Jack Grealish,Pass (Live),Aymeric Laporte,Pass (Live),0,Home,265,0.08033028244972229
2022-03-06,Manchester City,2,55,Phil Foden,Blocked,26,Left Foot,Volley,,,,,0,Home,265,0.01359719131141901
2022-03-06,Manchester City,2,57,Riyad Mahrez,Off Target,19,Left Foot,,Kevin De Bruyne,Pass (Dead),Jack Grealish,Fouled,0,Home,265,0.059612378478050225
2022-03-06,Manchester City,2,62,Kevin De Bruyne,Saved,21,Right Foot,Free kick,Riyad Mahrez,Fouled,Kevin De Bruyne,Pass (Live),0,Home,265,0.09562892466783524
2022-03-06,Manchester City,2,68,Riyad Mahrez,Goal,18,Left Foot,"Deflected, Half volley",Kevin De Bruyne,Pass (Dead),Jack Grealish,Pass (Live),0,Home,265,0.04106677323579788
2022-03-06,Manchester City,2,73,Riyad Mahrez,Saved,15,Right Foot,,Kevin De Bruyne,Pass (Live),Jack Grealish,Pass (Live),0,Home,265,0.09095217287540436
2022-03-06,Manchester City,2,81,João Cancelo,Saved,15,Right Foot,Overhead kick,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live),0,Home,265,0.05330336838960648
2022-03-06,Manchester City,2,81,Riyad Mahrez,Wayward,17,Right Foot,,João Cancelo,Shot,,,0,Home,265,0.043694064021110535
2022-03-06,Manchester City,2,86,Bernardo Silva,Blocked,19,Left Foot,Half volley,,,,,0,Home,265,0.04359256848692894
2022-03-06,Manchester City,2,88,Riyad Mahrez,Wayward,12,Right Foot,Volley,İlkay Gündoğan,Pass (Live),Phil Foden,Pass (Live),0,Home,265,0.1072581708431244
2022-03-06,Manchester City,2,89,İlkay Gündoğan,Off Target,11,Left Foot,,Jack Grealish,Pass (Live),Rodri,Pass (Live),0,Home,265,0.13845258951187134
2022-03-06,Manchester City,2,90,Riyad Mahrez,Goal,12,Left Foot,,İlkay Gündoğan,Pass (Live),İlkay Gündoğan,Dribble,0,Home,265,0.4713088572025299
2022-03-07,Tottenham,1,17,Son Heung-min,Goal,17,Right Foot,,Dejan Kulusevski,Pass (Live),Harry Kane,Pass (Live),0,Home,266,0.3236397206783295
2022-03-07,Tottenham,1,28,Son Heung-min,Saved,16,Right Foot,,Matt Doherty,Pass (Live),Pierre Højbjerg,Pass (Live),0,Home,266,0.3592603206634521
2022-03-07,Tottenham,1,28,Harry Kane,Off Target,16,Left Foot,Volley,Son Heung-min,Shot,,,0,Home,266,0.3325341045856476
2022-03-07,Tottenham,1,34,Matt Doherty,Saved,8,Right Foot,,Son Heung-min,Pass (Live),,,0,Home,266,0.11166341602802277
2022-03-07,Tottenham,1,35,Harry Kane,Blocked,3,Right Foot,,Son Heung-min,Pass (Live),Rodrigo Bentancur,Pass (Live),0,Home,266,0.07001136243343352
2022-03-07,Tottenham,1,37,Harry Kane,Goal,20,Right Foot,,Matt Doherty,Pass (Live),Dejan Kulusevski,Pass (Live),0,Home,266,0.3739847540855408
2022-03-07,Everton,1,43,Dominic Calvert-Lewin,Blocked,11,Right Foot,,Abdoulaye Doucouré,Pass (Live),Séamus Coleman,Pass (Live),0,Away,266,0.0630754828453064
2022-03-07,Tottenham,2,46,Sergio Reguilón,Goal,8,Left Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live),0,Home,266,0.5016797780990601
2022-03-07,Everton,2,50,Richarlison,Blocked,22,Right Foot,,Donny van de Beek,Pass (Live),Anthony Gordon,Pass (Live),0,Away,266,0.024765612557530403
2022-03-07,Everton,2,51,Anthony Gordon,Blocked,30,Right Foot,Free kick,Dominic Calvert-Lewin,Fouled,Allan,Pass (Live),0,Away,266,0.04467969387769699
2022-03-07,Everton,2,52,Dominic Calvert-Lewin,Blocked,23,Right Foot,,Anthony Gordon,Pass (Live),Séamus Coleman,Pass (Live),0,Away,266,0.01608671993017197
2022-03-07,Everton,2,53,Dominic Calvert-Lewin,Off Target,17,Right Foot,,Dominic Calvert-Lewin,Dribble,Abdoulaye Doucouré,Pass (Live),0,Away,266,0.04872152581810951
2022-03-07,Tottenham,2,54,Dejan Kulusevski,Blocked,18,Left Foot,,Matt Doherty,Pass (Live),Pierre Højbjerg,Pass (Live),0,Home,266,0.05803646892309189
2022-03-07,Tottenham,2,55,Eric Dier,Woodwork,4,Head,,Harry Kane,Pass (Live),,,0,Home,266,0.5148507356643677
2022-03-07,Tottenham,2,55,Harry Kane,Goal,10,Left Foot,Volley,Matt Doherty,Pass (Live),Rodrigo Bentancur,Pass (Live),0,Home,266,0.13108697533607486
2022-03-07,Tottenham,2,65,Dejan Kulusevski,Off Target,27,Left Foot,,Sergio Reguilón,Pass (Live),Ben Davies,Pass (Live),0,Home,266,0.027451926842331886
2022-03-07,Tottenham,2,68,Steven Bergwijn,Saved,9,Right Foot,Half volley,Dejan Kulusevski,Pass (Live),Pierre Højbjerg,Pass (Live),0,Home,266,0.43987160921096796
2022-03-07,Tottenham,2,84,Davinson Sánchez,Off Target,6,Head,,Sergio Reguilón,Pass (Dead),Sergio Reguilón,Fouled,0,Home,266,0.06445243954658507
2022-03-07,Tottenham,2,89,Steven Bergwijn,Off Target,20,Right Foot,,Pierre Højbjerg,Pass (Live),Davinson Sánchez,Pass (Live),0,Home,266,0.05373754352331162
2022-03-07,Everton,2,93,Allan,Off Target,30,Right Foot,,Abdoulaye Doucouré,Pass (Live),,,0,Away,266,0.010933746583759785
2022-03-10,Wolves,1,13,Raúl Jiménez,Goal,7,Left Foot,,Hwang Hee-chan,Pass (Live),Raúl Jiménez,Pass (Live),0,Home,267,0.4380911886692047
2022-03-10,Wolves,1,17,Daniel Podence,Wayward,24,Right Foot,,Rúben Neves,Pass (Live),Rayan Aït Nouri,Pass (Live),0,Home,267,0.025242581963539124
2022-03-10,Wolves,1,21,Daniel Podence,Goal,30,Left Foot,Half volley,,,,,0,Home,267,0.1865091174840927
2022-03-10,Watford,1,25,Joshua King,Off Target,16,Right Foot,,Moussa Sissoko,Pass (Live),Emmanuel Dennis,Pass (Live),0,Away,267,0.09127088636159897
2022-03-10,Watford,1,33,Samir Santos,Blocked,13,Head,,,,,,0,Away,267,0.02524150349199772
2022-03-10,Watford,1,36,Cucho,Off Target,26,Right Foot,Free kick,Emmanuel Dennis,Fouled,Emmanuel Dennis,Dribble,0,Away,267,0.06314738094806671
2022-03-10,Watford,1,42,Cucho,Blocked,12,Right Foot,,Joshua King,Pass (Live),Cucho,Pass (Live),0,Away,267,0.0848066583275795
2022-03-10,Watford,1,42,Emmanuel Dennis,Blocked,12,Right Foot,Back heel,Moussa Sissoko,Pass (Live),Cucho,Pass (Live),0,Away,267,0.0990167185664177
2022-03-10,Watford,1,42,Christian Kabasele,Off Target,27,Right Foot,Half volley,Emmanuel Dennis,Shot,,,0,Away,267,0.009241166524589062
2022-03-10,Wolves,1,45,Hwang Hee-chan,Blocked,9,Right Foot,Volley,Raúl Jiménez,Pass (Live),Rayan Aït Nouri,Pass (Live),1,Home,267,0.11999493837356567
2022-03-10,Wolves,2,50,Daniel Podence,Saved,57,Left Foot,Lob,,,,,0,Home,267,0.009260231629014015
2022-03-10,Watford,2,60,Imran Louza,Blocked,23,Left Foot,Free kick,Emmanuel Dennis,Fouled,Christian Kabasele,Pass (Live),0,Away,267,0.06511301547288895
2022-03-10,Watford,2,61,Christian Kabasele,Off Target,8,Head,,Imran Louza,Pass (Live),Emmanuel Dennis,Pass (Live),0,Away,267,0.056049671024084084
2022-03-10,Wolves,2,75,Pedro Neto,Saved,8,Head,,Jonny Castro,Pass (Live),Daniel Podence,Pass (Live),0,Home,267,0.03612993285059929
2022-03-10,Wolves,2,75,Fábio Silva,Off Target,7,Right Foot,Volley,Pedro Neto,Pass (Live),Pedro Neto,Dribble,0,Home,267,0.5682010650634766
2022-03-10,Wolves,2,78,Pedro Neto,Off Target,19,Left Foot,Half volley,,,,,0,Home,267,0.015896568074822426
2022-03-10,Wolves,2,80,Daniel Podence,Wayward,11,Right Foot,Volley,Rayan Aït Nouri,Pass (Live),Jonny Castro,Pass (Live),0,Home,267,0.09917672723531724
2022-03-10,Watford,2,84,Imran Louza,Off Target,56,Left Foot,Lob,Moussa Sissoko,Pass (Live),Imran Louza,Tackle,0,Away,267,0.005723601207137108
2022-03-10,Wolves,2,85,Rúben Neves,Goal,19,Right Foot,Lob,Chiquinho,Pass (Live),Rayan Aït Nouri,Pass (Live),0,Home,267,0.05186977982521057
2022-03-10,Newcastle Utd,1,6,Bruno Guimarães,Blocked,28,Right Foot,,Ryan Fraser,Pass (Live),Bruno Guimarães,Pass (Live),0,Away,268,0.01914035528898239
2022-03-10,Southampton,1,21,Oriol Romeu,Off Target,24,Right Foot,Half volley,,,,,0,Home,268,0.01916079968214035
2022-03-10,Southampton,1,23,Armando Broja,Saved,11,Right Foot,,Che Adams,Pass (Live),Oriol Romeu,Tackle,0,Home,268,0.31241509318351746
2022-03-10,Southampton,1,24,Mohamed Elyounoussi,Blocked,10,Head,,James Ward-Prowse,Pass (Dead),Armando Broja,Shot,0,Home,268,0.010221127420663834
2022-03-10,Southampton,1,25,Mohamed Elyounoussi,Blocked,6,Head,,Kyle Walker-Peters,Pass (Live),James Ward-Prowse,Pass (Live),0,Home,268,0.035927947610616684
2022-03-10,Southampton,1,25,Stuart Armstrong,Goal,3,Head,Deflected,Mohamed Elyounoussi,Shot,,,0,Home,268,0.6370323300361633
2022-03-10,Newcastle Utd,1,32,Chris Wood,Goal,7,Head,,Jonjo Shelvey,Pass (Live),Ryan Fraser,Pass (Live),0,Away,268,0.29495999217033386
2022-03-10,Southampton,1,37,Che Adams,Woodwork,10,Right Foot,Volley,,,,,0,Home,268,0.059501424431800835
2022-03-10,Southampton,1,43,Valentino Livramento,Wayward,8,Head,,James Ward-Prowse,Pass (Dead),,,0,Home,268,0.10905220359563828
2022-03-10,Newcastle Utd,1,48,Joe Willock,Off Target,8,Head,,Bruno Guimarães,Pass (Live),Jacob Murphy,Pass (Live),1,Away,268,0.2061438113451004
2022-03-10,Newcastle Utd,2,52,Jacob Murphy,Blocked,18,Right Foot,Half volley,,,,,0,Away,268,0.05517256259918213
2022-03-10,Newcastle Utd,2,52,Bruno Guimarães,Goal,5,Right Foot,Back heel,Dan Burn,Pass (Live),Matt Targett,Pass (Dead),0,Away,268,0.12223565578460692
2022-03-10,Newcastle Utd,2,54,Bruno Guimarães,Blocked,9,Head,,Jacob Murphy,Pass (Live),Jacob Murphy,Dribble,0,Away,268,0.050064120441675186
2022-03-10,Newcastle Utd,2,54,Matt Targett,Blocked,20,Left Foot,Half volley,,,,,0,Away,268,0.03911405801773071
2022-03-10,Southampton,2,57,Mohamed Elyounoussi,Blocked,25,Right Foot,,Kyle Walker-Peters,Pass (Live),Kyle Walker-Peters,Dribble,0,Home,268,0.02657057158648968
2022-03-10,Southampton,2,64,Stuart Armstrong,Blocked,18,Right Foot,,Mohamed Elyounoussi,Pass (Live),Stuart Armstrong,Pass (Live),0,Home,268,0.055170275270938866
2022-03-10,Southampton,2,74,Adam Armstrong,Off Target,21,Left Foot,,James Ward-Prowse,Pass (Live),Stuart Armstrong,Pass (Live),0,Home,268,0.030165044590830806
2022-03-10,Newcastle Utd,2,77,Ryan Fraser,Saved,25,Right Foot,,Matt Targett,Pass (Live),Jacob Murphy,Pass (Live),0,Away,268,0.02736038528382778
2022-03-10,Southampton,2,79,Mohammed Salisu,Saved,7,Head,,James Ward-Prowse,Pass (Dead),James Ward-Prowse,Pass (Live),0,Home,268,0.016112416982650757
2022-03-10,Southampton,2,89,Mohammed Salisu,Saved,5,Head,,Kyle Walker-Peters,Pass (Live),James Ward-Prowse,Pass (Live),0,Home,268,0.40956681966781616
2022-03-10,Southampton,2,95,Che Adams,Blocked,9,Right Foot,Half volley,Valentino Livramento,Pass (Live),Stuart Armstrong,Pass (Live),0,Home,268,0.07759132236242294
2022-03-10,Southampton,2,96,Stuart Armstrong,Saved,26,Left Foot,,Jan Bednarek,Pass (Live),Kyle Walker-Peters,Pass (Live),0,Home,268,0.02274996973574161
2022-03-10,Chelsea,1,3,Trevoh Chalobah,Goal,4,Head,,Mason Mount,Pass (Dead),Kai Havertz,Pass (Live),0,Away,269,0.4265426695346832
2022-03-10,Chelsea,1,4,Kai Havertz,Saved,20,Left Foot,,Kai Havertz,Dribble,,,0,Away,269,0.06899552047252655
2022-03-10,Chelsea,1,13,Kai Havertz,Saved,14,Left Foot,,Mason Mount,Pass (Live),Jorginho,Pass (Live),0,Away,269,0.08973503857851027
2022-03-10,Chelsea,1,14,Mason Mount,Goal,14,Right Foot,,Kai Havertz,Pass (Live),Kai Havertz,Dribble,0,Away,269,0.11072371155023576
2022-03-10,Norwich City,1,18,Mathias Normann,Off Target,33,Right Foot,,Brandon Williams,Pass (Live),Ozan Kabak,Pass (Live),0,Home,269,0.010895430110394956
2022-03-10,Norwich City,1,21,Christoph Zimmermann,Saved,22,Right Foot,Deflected,,,,,0,Home,269,0.02748558670282364
2022-03-10,Chelsea,1,22,Mason Mount,Off Target,13,Right Foot,Volley,Kai Havertz,Pass (Live),Mason Mount,Pass (Live),0,Away,269,0.10689087957143784
2022-03-10,Chelsea,1,28,Andreas Christensen,Off Target,7,Head,,Mason Mount,Pass (Dead),,,0,Away,269,0.2378697097301483
2022-03-10,Chelsea,1,30,Kai Havertz,Blocked,12,Left Foot,,Mason Mount,Pass (Live),Timo Werner,Pass (Live),0,Away,269,0.11156632006168364
2022-03-10,Chelsea,1,30,Saúl Ñíguez,Saved,10,Head,,Mason Mount,Pass (Dead),Kai Havertz,Shot,0,Away,269,0.017864702269434932
2022-03-10,Chelsea,1,34,Timo Werner,Off Target,7,Head,,César Azpilicueta,Pass (Live),Kai Havertz,Pass (Live),0,Away,269,0.05822968855500221
2022-03-10,Chelsea,1,39,Mateo Kovačić,Off Target,21,Left Foot,Half volley,,,,,0,Away,269,0.01938350312411785
