Date,Squad,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event,45+,Home_Away,order,xG
2021-11-20,Wolves,1,28,Nélson Semedo,Off Target,18,Left Foot,Half volley,,,,,0,Home,111,0.04467852413654328
2021-11-20,Wolves,1,31,Nélson Semedo,Blocked,13,Right Foot,Half volley,,,,,0,Home,111,0.0724521353840828
2021-11-20,Wolves,1,33,Raúl Jiménez,Off Target,13,Right Foot,Lob,Rúben Neves,Pass (Live),Max Kilman,Pass (Live),0,Home,111,0.3214673399925232
2021-11-20,Wolves,1,34,João Moutinho,Saved,28,Right Foot,,Hwang Hee-chan,Pass (Live),Rayan Aït Nouri,Pass (Live),0,Home,111,0.015347359701991081
2021-11-20,Wolves,1,35,Romain Saïss,Off Target,6,Head,,Rayan Aït Nouri,Pass (Dead),João Moutinho,Shot,0,Home,111,0.11481823772192
2021-11-20,Wolves,1,42,Nélson Semedo,Off Target,24,Right Foot,,Daniel Podence,Pass (Live),,,0,Home,111,0.021146366372704502
2021-11-20,Wolves,2,48,Daniel Podence,Saved,21,Right Foot,,João Moutinho,Pass (Live),Hwang Hee-chan,Pass (Live),0,Home,111,0.05829405412077904
2021-11-20,Wolves,2,48,Max Kilman,Blocked,8,Head,,Rayan Aït Nouri,Pass (Dead),Daniel Podence,Shot,0,Home,111,0.06510747224092484
2021-11-20,Wolves,2,51,Rúben Neves,Off Target,26,Right Foot,Volley,,,,,0,Home,111,0.016474425792694092
2021-11-20,Wolves,2,56,Daniel Podence,Saved,17,Right Foot,,João Moutinho,Pass (Live),Rúben Neves,Pass (Live),0,Home,111,0.031423017382621765
2021-11-20,West Ham,2,57,Michail Antonio,Blocked,26,Left Foot,,Ben Johnson,Pass (Live),,,0,Away,111,0.016552889719605446
2021-11-20,West Ham,2,57,Declan Rice,Saved,29,Right Foot,,Declan Rice,Dribble,,,0,Away,111,0.010964110493659971
2021-11-20,Wolves,2,58,Raúl Jiménez,Goal,19,Right Foot,,Daniel Podence,Pass (Live),Raúl Jiménez,Pass (Live),0,Home,111,0.061167802661657326
2021-11-20,Wolves,2,64,Rúben Neves,Off Target,13,Right Foot,,Daniel Podence,Pass (Live),Rúben Neves,Pass (Live),0,Home,111,0.09249516576528548
2021-11-20,West Ham,2,65,Michail Antonio,Off Target,19,Left Foot,,,,,,0,Away,111,0.043850064277648926
2021-11-20,West Ham,2,70,Jarrod Bowen,Off Target,14,Left Foot,,Michail Antonio,Pass (Live),Michail Antonio,Dribble,0,Away,111,0.08176484704017639
2021-11-20,West Ham,2,75,Craig Dawson,Wayward,8,Head,,Aaron Cresswell,Pass (Dead),Nikola Vlašić,Pass (Live),0,Away,111,0.09612883627414703
2021-11-20,West Ham,2,78,Andriy Yarmolenko,Blocked,19,Left Foot,,Michail Antonio,Pass (Live),Ben Johnson,Pass (Live),0,Away,111,0.04187846928834915
2021-11-20,Wolves,2,87,Max Kilman,Off Target,12,Right Foot,Volley,Rayan Aït Nouri,Pass (Dead),Nélson Semedo,Fouled,0,Home,111,0.2670953571796417
2021-11-20,Wolves,2,93,Adama Traoré,Blocked,22,Right Foot,,Adama Traoré,Fouled,Romain Saïss,Pass (Live),0,Home,111,0.1249229684472084
2021-11-20,Watford,1,11,Ismaila Sarr (pen),Saved,12,Right Foot,,Joshua King,Fouled,,,0,Home,112,0.7611688375473022
2021-11-20,Watford,1,11,Moussa Sissoko,Blocked,8,Head,,Imran Louza,Pass (Dead),,,0,Home,112,0.03510522097349167
2021-11-20,Watford,1,12,Emmanuel Dennis,Wayward,8,Head,,Imran Louza,Pass (Dead),Moussa Sissoko,Shot,0,Home,112,0.10890354216098784
2021-11-20,Manchester Utd,1,13,Cristiano Ronaldo,Blocked,16,Left Foot,,,,,,0,Away,112,0.10515492409467696
2021-11-20,Watford,1,18,Joshua King,Blocked,17,Right Foot,,Adam Masina,Pass (Live),Adam Masina,Tackle,0,Home,112,0.05411553755402565
2021-11-20,Watford,1,23,Joshua King,Blocked,9,Right Foot,Half volley,Imran Louza,Pass (Dead),,,0,Home,112,0.09403719753026962
2021-11-20,Watford,1,27,Ismaila Sarr,Blocked,15,Left Foot,,Ismaila Sarr,Interception,,,0,Home,112,0.08552791178226471
2021-11-20,Watford,1,28,Joshua King,Goal,8,Left Foot,,Emmanuel Dennis,Pass (Live),,,0,Home,112,0.4548663794994354
2021-11-20,Manchester Utd,1,32,Marcus Rashford,Saved,14,Right Foot,Volley,Bruno Fernandes,Pass (Live),Nemanja Matić,Pass (Live),0,Away,112,0.2810314893722534
2021-11-20,Watford,1,33,Joshua King,Blocked,20,Right Foot,,Ismaila Sarr,Pass (Live),Ismaila Sarr,Interception,0,Home,112,0.034953385591506965
2021-11-20,Watford,1,40,Joshua King,Saved,10,Head,,Adam Masina,Pass (Live),Emmanuel Dennis,Pass (Live),0,Home,112,0.3300100266933441
2021-11-20,Watford,1,40,Moussa Sissoko,Off Target,17,Right Foot,Volley,Joshua King,Shot,,,0,Home,112,0.07615374773740767
2021-11-20,Watford,1,44,Ismaila Sarr,Goal,16,Right Foot,Half volley,Kiko Femenía,Pass (Live),,,0,Home,112,0.0675451010465622
2021-11-20,Manchester Utd,2,50,Donny van de Beek,Goal,5,Head,"Open goal, Diving header",Cristiano Ronaldo,Pass (Live),Jadon Sancho,Pass (Live),0,Away,112,0.6744329929351807
2021-11-20,Watford,2,52,Joshua King,Saved,11,Right Foot,,Emmanuel Dennis,Pass (Live),Moussa Sissoko,Pass (Live),0,Home,112,0.12832309305667874
2021-11-20,Manchester Utd,2,55,Bruno Fernandes,Off Target,16,Right Foot,Volley,Jadon Sancho,Pass (Live),Donny van de Beek,Pass (Live),0,Away,112,0.08044828474521637
2021-11-20,Manchester Utd,2,57,Cristiano Ronaldo,Saved,16,Right Foot,,Donny van de Beek,Pass (Live),Harry Maguire,Pass (Live),0,Away,112,0.30883291363716125
2021-11-20,Watford,2,64,Imran Louza,Blocked,25,Left Foot,Free kick,Ismaila Sarr,Fouled,Ismaila Sarr,Pass (Live),0,Home,112,0.052267082035541534
2021-11-20,Manchester Utd,2,68,Nemanja Matić,Off Target,21,Left Foot,,Donny van de Beek,Pass (Live),,,0,Away,112,0.029937691986560818
2021-11-20,Watford,2,70,Emmanuel Dennis,Off Target,30,Right Foot,Free kick,Tom Cleverley,Fouled,,,0,Home,112,0.0437445305287838
2021-11-20,Watford,2,71,Emmanuel Dennis,Blocked,23,Right Foot,,Joshua King,Pass (Live),Moussa Sissoko,Pass (Live),0,Home,112,0.03166474774479866
2021-11-20,Manchester Utd,2,72,Cristiano Ronaldo,Off Target,17,Right Foot,Half volley,Donny van de Beek,Pass (Live),Jadon Sancho,Pass (Live),0,Away,112,0.05461646243929863
2021-11-20,Manchester Utd,2,76,Cristiano Ronaldo,Off Target,12,Head,,Jadon Sancho,Pass (Live),Jadon Sancho,Dribble,0,Away,112,0.08215685188770294
2021-11-20,Manchester Utd,2,79,Bruno Fernandes,Off Target,20,Right Foot,,Cristiano Ronaldo,Pass (Live),Cristiano Ronaldo,Dribble,0,Away,112,0.051326073706150055
2021-11-20,Watford,2,85,João Pedro,Off Target,7,Head,,Adam Masina,Pass (Dead),João Pedro,Pass (Live),0,Home,112,0.10382968187332152
2021-11-20,Watford,2,90,João Pedro,Off Target,23,Right Foot,,Cucho,Pass (Live),Kiko Femenía,Pass (Live),0,Home,112,0.02824337780475616
2021-11-20,Watford,2,92,João Pedro,Saved,12,Right Foot,,Cucho,Pass (Live),Emmanuel Dennis,Pass (Live),0,Home,112,0.11683439463377
2021-11-20,Watford,2,92,João Pedro,Goal,11,Right Foot,,Emmanuel Dennis,Pass (Live),Kiko Femenía,Pass (Live),0,Home,112,0.0841836929321289
2021-11-20,Watford,2,96,Emmanuel Dennis,Goal,12,Right Foot,,Ben Foster,Pass (Live),,,0,Home,112,0.06758871674537659
2021-11-20,Southampton,1,4,Che Adams,Goal,12,Right Foot,,Adam Armstrong,Pass (Live),Oriol Romeu,Pass (Live),0,Away,113,0.17113371193408966
2021-11-20,Norwich City,1,7,Teemu Pukki,Goal,7,Head,,Max Aarons,Pass (Live),Milot Rashica,Pass (Live),0,Home,113,0.0905739888548851
2021-11-20,Southampton,1,15,Mohamed Elyounoussi,Blocked,12,Left Foot,Volley,Adam Armstrong,Pass (Live),Kyle Walker-Peters,Pass (Live),0,Away,113,0.12013280391693115
2021-11-20,Southampton,1,15,James Ward-Prowse,Saved,19,Left Foot,,Mohamed Elyounoussi,Shot,,,0,Away,113,0.03914447128772736
2021-11-20,Southampton,1,16,Kyle Walker-Peters,Blocked,20,Right Foot,,Kyle Walker-Peters,Dribble,Mohamed Elyounoussi,Pass (Live),0,Away,113,0.07221611589193344
2021-11-20,Southampton,1,20,Mohamed Elyounoussi,Off Target,19,Right Foot,,Che Adams,Pass (Live),Mohammed Salisu,Pass (Live),0,Away,113,0.058257978409528725
2021-11-20,Southampton,1,21,Adam Armstrong,Blocked,22,Right Foot,,,,,,0,Away,113,0.043149683624506004
2021-11-20,Southampton,1,27,Mohamed Elyounoussi,Off Target,19,Right Foot,Volley,,,,,0,Away,113,0.049125973135232925
2021-11-20,Southampton,1,30,Adam Armstrong,Blocked,7,Left Foot,,Mohamed Elyounoussi,Pass (Live),Kyle Walker-Peters,Pass (Live),0,Away,113,0.14599569141864774
2021-11-20,Southampton,1,34,Mohammed Salisu,Saved,32,Left Foot,,James Ward-Prowse,Pass (Live),Ibrahima Diallo,Pass (Live),0,Away,113,0.01220953743904829
2021-11-20,Southampton,1,40,Mohamed Elyounoussi,Blocked,19,Left Foot,,Ibrahima Diallo,Pass (Live),Ibrahima Diallo,Dribble,0,Away,113,0.07469412684440613
2021-11-20,Southampton,1,40,James Ward-Prowse,Off Target,35,Right Foot,,Kyle Walker-Peters,Tackle,,,0,Away,113,0.014875994995236397
2021-11-20,Southampton,1,43,Che Adams,Saved,15,Right Foot,,Ibrahima Diallo,Pass (Live),,,0,Away,113,0.09408363699913024
2021-11-20,Norwich City,2,53,Milot Rashica,Saved,20,Left Foot,,Mathias Normann,Pass (Live),Billy Gilmour,Pass (Live),0,Home,113,0.06946758180856705
2021-11-20,Norwich City,2,54,Josh Sargent,Blocked,16,Right Foot,,,,,,0,Home,113,0.07751244306564331
2021-11-20,Norwich City,2,59,Ben Gibson,Off Target,6,Head,,Billy Gilmour,Pass (Dead),Mathias Normann,Pass (Live),0,Home,113,0.04964176565408707
2021-11-20,Norwich City,2,62,Kenny McLean,Blocked,25,Left Foot,,Kenny McLean,Interception,,,0,Home,113,0.013584114611148834
2021-11-20,Norwich City,2,67,Mathias Normann,Off Target,31,Right Foot,,Kenny McLean,Pass (Live),Milot Rashica,Pass (Live),0,Home,113,0.020393164828419685
2021-11-20,Southampton,2,70,Oriol Romeu,Blocked,20,Right Foot,,James Ward-Prowse,Pass (Live),Oriol Romeu,Pass (Live),0,Away,113,0.04033093899488449
2021-11-20,Norwich City,2,76,Teemu Pukki,Saved,13,Right Foot,,Billy Gilmour,Pass (Live),Billy Gilmour,Dribble,0,Home,113,0.052864398807287216
2021-11-20,Norwich City,2,79,Grant Hanley,Goal,5,Head,,Billy Gilmour,Pass (Dead),,,0,Home,113,0.06374285370111465
2021-11-20,Southampton,2,85,Adam Armstrong,Blocked,22,Right Foot,,Adam Armstrong,Dribble,Kyle Walker-Peters,Pass (Live),0,Away,113,0.040842626243829734
2021-11-20,Southampton,2,87,Jan Bednarek,Blocked,8,Right Foot,Half volley,James Ward-Prowse,Pass (Dead),,,0,Away,113,0.057302169501781464
2021-11-20,Southampton,2,88,Adam Armstrong,Saved,23,Left Foot,,James Ward-Prowse,Pass (Live),Lyanco,Pass (Live),0,Away,113,0.03186006844043732
2021-11-20,Southampton,2,93,Theo Walcott,Off Target,9,Head,,James Ward-Prowse,Pass (Live),Jan Bednarek,Pass (Live),0,Away,113,0.07052616029977797
2021-11-20,Aston Villa,1,12,Matty Cash,Saved,8,Head,,Matt Targett,Pass (Live),Ollie Watkins,Pass (Live),0,Home,114,0.06432641297578813
2021-11-20,Brighton,1,31,Leandro Trossard,Saved,9,Left Foot,Half volley,,,,,0,Away,114,0.052538227289915085
2021-11-20,Aston Villa,1,40,Tyrone Mings,Blocked,37,Left Foot,,Ezri Konsa,Pass (Live),Matty Cash,Pass (Live),0,Home,114,0.0125260129570961
2021-11-20,Brighton,1,46,Tariq Lamptey,Saved,10,Right Foot,,Jakub Moder,Pass (Live),Jakub Moder,Dribble,1,Away,114,0.3463757336139679
2021-11-20,Brighton,1,46,Pascal Groß,Blocked,18,Right Foot,Half volley,Tariq Lamptey,Shot,,,1,Away,114,0.02932421118021012
2021-11-20,Aston Villa,2,47,Tyrone Mings,Saved,9,Head,,John McGinn,Pass (Dead),Jacob Ramsey,Fouled,0,Home,114,0.044791631400585175
2021-11-20,Aston Villa,2,49,Emi Buendía,Blocked,25,Right Foot,,,,,,0,Home,114,0.01662016659975052
2021-11-20,Brighton,2,63,Leandro Trossard,Blocked,17,Right Foot,Half volley,Adam Lallana,Pass (Live),Pascal Groß,Pass (Live),0,Away,114,0.10241182893514633
2021-11-20,Brighton,2,64,Adam Webster,Blocked,24,Left Foot,,Pascal Groß,Pass (Live),Tariq Lamptey,Pass (Live),0,Away,114,0.017017148435115814
2021-11-20,Aston Villa,2,84,Ollie Watkins,Goal,16,Right Foot,,Ashley Young,Pass (Live),Ashley Young,Dribble,0,Home,114,0.10158873349428177
2021-11-20,Aston Villa,2,88,Leon Bailey,Blocked,9,Left Foot,Back heel,Matt Targett,Pass (Live),Ashley Young,Pass (Live),0,Home,114,0.11725329607725145
2021-11-20,Aston Villa,2,89,Tyrone Mings,Goal,11,Right Foot,,,,,,0,Home,114,0.33145955204963684
2021-11-20,Brighton,2,92,Alexis Mac Allister,Blocked,19,Right Foot,,Leandro Trossard,Pass (Live),Solly March,Pass (Live),0,Away,114,0.04527740553021431
2021-11-20,Aston Villa,2,94,Leon Bailey,Saved,13,Right Foot,Volley,Matt Targett,Pass (Live),Ashley Young,Pass (Live),0,Home,114,0.3188135325908661
2021-11-20,Aston Villa,2,94,Ollie Watkins,Wayward,13,Right Foot,Volley,Leon Bailey,Shot,,,0,Home,114,0.09112977981567384
2021-11-20,Newcastle Utd,1,3,Callum Wilson,Off Target,8,Head,,Joelinton,Pass (Live),Jacob Murphy,Pass (Live),0,Home,115,0.05118932574987412
2021-11-20,Brentford,1,6,Sergi Canós,Off Target,13,Right Foot,,Bryan Mbeumo,Pass (Live),Saman Ghoddos,Pass (Live),0,Away,115,0.11416587233543395
2021-11-20,Newcastle Utd,1,9,Joelinton,Blocked,21,Right Foot,,Allan Saint-Maximin,Pass (Live),Callum Wilson,Pass (Live),0,Home,115,0.034275542944669724
2021-11-20,Newcastle Utd,1,10,Jamaal Lascelles,Goal,6,Head,,Matt Ritchie,Pass (Dead),Joelinton,Shot,0,Home,115,0.18753287196159366
2021-11-20,Brentford,1,11,Ivan Toney,Goal,16,Right Foot,,Sergi Canós,Pass (Live),Bryan Mbeumo,Pass (Live),0,Away,115,0.046397518366575234
2021-11-20,Newcastle Utd,1,15,Allan Saint-Maximin,Off Target,12,Head,,Jacob Murphy,Pass (Live),Fabian Schär,Pass (Live),0,Home,115,0.017236730083823204
2021-11-20,Brentford,1,19,Bryan Mbeumo,Woodwork,14,Left Foot,Deflected,,,,,0,Away,115,0.09532787650823593
2021-11-20,Newcastle Utd,1,21,Allan Saint-Maximin,Saved,18,Right Foot,,,,,,0,Home,115,0.068929523229599
2021-11-20,Brentford,1,26,Ivan Toney,Blocked,9,Right Foot,,Rico Henry,Pass (Live),Bryan Mbeumo,Pass (Live),0,Away,115,0.3100890815258026
2021-11-20,Newcastle Utd,1,28,Jonjo Shelvey,Blocked,26,Right Foot,Volley,,,,,0,Home,115,0.016623971983790398
2021-11-20,Newcastle Utd,1,30,Callum Wilson,Saved,20,Right Foot,,Joe Willock,Pass (Live),Joe Willock,Dribble,0,Home,115,0.057689949870109565
2021-11-20,Brentford,1,31,Rico Henry,Goal,5,Head,,Sergi Canós,Pass (Live),Vitaly Janelt,Pass (Live),0,Away,115,0.4994467496871948
2021-11-20,Newcastle Utd,1,34,Jacob Murphy,Blocked,21,Left Foot,,Allan Saint-Maximin,Pass (Live),Joe Willock,Pass (Live),0,Home,115,0.03573843091726303
2021-11-20,Brentford,1,36,Ivan Toney,Saved,25,Left Foot,Half volley,Bryan Mbeumo,Pass (Live),Saman Ghoddos,Pass (Live),0,Away,115,0.031892839819192886
2021-11-20,Newcastle Utd,1,37,Callum Wilson,Wayward,11,Head,,Jacob Murphy,Pass (Live),Jonjo Shelvey,Pass (Live),0,Home,115,0.03079453110694885
2021-11-20,Newcastle Utd,1,38,Fabian Schär,Blocked,28,Right Foot,,Jonjo Shelvey,Pass (Live),Allan Saint-Maximin,Pass (Live),0,Home,115,0.017353309318423268
2021-11-20,Newcastle Utd,1,39,Allan Saint-Maximin,Blocked,23,Right Foot,,Jonjo Shelvey,Pass (Live),Joe Willock,Pass (Live),0,Home,115,0.019197572022676468
2021-11-20,Newcastle Utd,1,39,Joelinton,Goal,12,Left Foot,,Allan Saint-Maximin,Shot,,,0,Home,115,0.07012781500816345
2021-11-20,Brentford,1,41,Mads Roerslev,Blocked,31,Right Foot,,Christian Nørgaard,Pass (Live),Saman Ghoddos,Pass (Live),0,Away,115,0.01587294042110443
2021-11-20,Newcastle Utd,1,43,Callum Wilson,Blocked,3,Left Foot,Half volley,,,,,0,Home,115,0.4006747603416443
2021-11-20,Newcastle Utd,1,44,Allan Saint-Maximin,Off Target,21,Right Foot,,Jonjo Shelvey,Pass (Live),Jonjo Shelvey,Interception,0,Home,115,0.034284021705389016
2021-11-20,Newcastle Utd,1,47,Joelinton,Saved,16,Head,,Matt Ritchie,Pass (Live),Jonjo Shelvey,Pass (Dead),1,Home,115,0.01968649215996265
2021-11-20,Newcastle Utd,2,56,Ciaran Clark,Saved,9,Head,,Matt Ritchie,Pass (Dead),Joelinton,Pass (Live),0,Home,115,0.048910699784755714
2021-11-20,Newcastle Utd,2,60,Allan Saint-Maximin,Off Target,18,Right Foot,,Joe Willock,Pass (Live),Jonjo Shelvey,Pass (Live),0,Home,115,0.03952188044786453
2021-11-20,Brentford,2,61,Frank Onyeka,Blocked,18,Right Foot,,Rico Henry,Pass (Live),,,0,Away,115,0.04429841414093971
2021-11-20,Newcastle Utd,2,64,Joelinton,Off Target,6,Head,,Jonjo Shelvey,Pass (Dead),,,0,Home,115,0.04460841789841652
2021-11-20,Brentford,2,71,Sergi Canós,Off Target,22,Right Foot,Free kick,Ivan Toney,Fouled,Sergi Canós,Pass (Live),0,Away,115,0.06427670270204544
2021-11-20,Newcastle Utd,2,75,Allan Saint-Maximin,Goal,10,Right Foot,Volley,Ryan Fraser,Pass (Live),Allan Saint-Maximin,Pass (Live),0,Home,115,0.29995036125183105
2021-11-20,Brentford,2,78,Bryan Mbeumo,Off Target,23,Left Foot,Half volley,Ivan Toney,Pass (Live),,,0,Away,115,0.010986313223838806
2021-11-20,Newcastle Utd,2,87,Allan Saint-Maximin,Blocked,29,Right Foot,,Jonjo Shelvey,Pass (Live),Sean Longstaff,Pass (Live),0,Home,115,0.016707342118024826
2021-11-20,Newcastle Utd,2,87,Callum Wilson,Wayward,15,Head,,Ryan Fraser,Pass (Live),Jonjo Shelvey,Pass (Live),0,Home,115,0.025013366714119908
2021-11-20,Newcastle Utd,2,91,Callum Wilson,Off Target,16,Right Foot,,Joelinton,Pass (Live),Sean Longstaff,Pass (Live),0,Home,115,0.0395900122821331
2021-11-20,Crystal Palace,1,8,Christian Benteke,Goal,15,Left Foot,Deflected,Joachim Andersen,Pass (Live),,,0,Away,116,0.0982624813914299
2021-11-20,Crystal Palace,1,9,Conor Gallagher,Saved,16,Left Foot,,Christian Benteke,Pass (Live),Wilfried Zaha,Pass (Live),0,Away,116,0.10382772982120514
2021-11-20,Burnley,1,11,Josh Brownhill,Off Target,27,Right Foot,Free kick,Chris Wood,Fouled,,,0,Home,116,0.06140268594026565
2021-11-20,Burnley,1,19,Ben Mee,Goal,5,Head,,Ashley Westwood,Pass (Dead),Ashley Westwood,Pass (Live),0,Home,116,0.07989033311605452
2021-11-20,Burnley,1,20,Jóhann Berg Guðmundsson,Saved,10,Left Foot,Back heel,Dwight McNeil,Pass (Live),Dwight McNeil,Fouled,0,Home,116,0.11725974082946775
2021-11-20,Crystal Palace,1,20,Wilfried Zaha,Wayward,17,Left Foot,,Jordan Ayew,Pass (Live),Tyrick Mitchell,Pass (Live),0,Away,116,0.14336739480495453
2021-11-20,Crystal Palace,1,20,Christian Benteke,Off Target,6,Right Foot,,Wilfried Zaha,Shot,,,0,Away,116,0.14754274487495422
2021-11-20,Burnley,1,27,Chris Wood,Goal,7,Head,,James Tarkowski,Pass (Live),Dwight McNeil,Pass (Dead),0,Home,116,0.061367504298686974
2021-11-20,Crystal Palace,1,28,Christian Benteke,Off Target,12,Head,,Conor Gallagher,Pass (Live),Cheikhou Kouyaté,Pass (Live),0,Away,116,0.2959699928760529
2021-11-20,Crystal Palace,1,33,Luka Milivojević,Off Target,25,Right Foot,Free kick,Wilfried Zaha,Fouled,Christian Benteke,Pass (Live),0,Away,116,0.06548940390348433
2021-11-20,Crystal Palace,1,36,Christian Benteke,Goal,14,Right Foot,,Conor Gallagher,Pass (Live),Conor Gallagher,Dribble,0,Away,116,0.369547575712204
2021-11-20,Burnley,1,37,Ashley Westwood,Blocked,18,Right Foot,Volley,Maxwel Cornet,Pass (Live),Charlie Taylor,Pass (Live),0,Home,116,0.021890798583626747
2021-11-20,Burnley,1,38,Matthew Lowton,Saved,27,Right Foot,,Ashley Westwood,Shot,,,0,Home,116,0.013910388574004172
2021-11-20,Crystal Palace,1,38,Wilfried Zaha,Off Target,28,Right Foot,,Cheikhou Kouyaté,Pass (Live),,,0,Away,116,0.01862597651779652
2021-11-20,Burnley,1,39,James Tarkowski,Wayward,9,Head,,Dwight McNeil,Pass (Dead),Charlie Taylor,Fouled,0,Home,116,0.0431496724486351
2021-11-20,Crystal Palace,1,41,Joachim Andersen,Saved,4,Head,,Cheikhou Kouyaté,Pass (Live),Jordan Ayew,Pass (Live),0,Away,116,0.11960192024707796
2021-11-20,Crystal Palace,1,41,Marc Guéhi,Goal,8,Right Foot,"Deflected, Half volley",Joachim Andersen,Shot,,,0,Away,116,0.1485714167356491
2021-11-20,Crystal Palace,1,45,Marc Guéhi,Saved,7,Other,,,,,,1,Away,116,0.08708000928163527
2021-11-20,Burnley,2,47,Jóhann Berg Guðmundsson,Off Target,21,Left Foot,Half volley,,,,,0,Home,116,0.024359738454222683
2021-11-20,Burnley,2,49,Maxwel Cornet,Goal,13,Left Foot,Volley,James Tarkowski,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live),0,Home,116,0.0564558207988739
2021-11-20,Crystal Palace,2,54,Jordan Ayew,Blocked,19,Right Foot,,Wilfried Zaha,Pass (Live),Christian Benteke,Pass (Live),0,Away,116,0.03591146692633629
2021-11-20,Crystal Palace,2,55,Christian Benteke,Blocked,11,Head,,Luka Milivojević,Pass (Dead),Jordan Ayew,Shot,0,Away,116,0.01382171455770731
2021-11-20,Burnley,2,58,Jóhann Berg Guðmundsson,Saved,18,Left Foot,,,,,,0,Home,116,0.062305290251970284
2021-11-20,Crystal Palace,2,63,Michael Olise,Blocked,24,Left Foot,,Conor Gallagher,Pass (Live),Cheikhou Kouyaté,Pass (Live),0,Away,116,0.019261270761489868
2021-11-20,Crystal Palace,2,63,Wilfried Zaha,Saved to Post,18,Left Foot,Volley,,,,,0,Away,116,0.026624638587236404
2021-11-20,Crystal Palace,2,71,Joel Ward,Off Target,22,Right Foot,Half volley,,,,,0,Away,116,0.02469146624207497
2021-11-20,Burnley,2,76,James Tarkowski,Saved,12,Head,,Dwight McNeil,Pass (Live),Charlie Taylor,Pass (Live),0,Home,116,0.06300868839025497
2021-11-20,Burnley,2,79,Chris Wood,Off Target,7,Head,,Dwight McNeil,Pass (Dead),Charlie Taylor,Fouled,0,Home,116,0.12824760377407074
2021-11-20,Crystal Palace,2,82,Luka Milivojević,Blocked,22,Right Foot,,Jeffrey Schlupp,Pass (Live),Wilfried Zaha,Pass (Live),0,Away,116,0.03504180535674095
2021-11-20,Burnley,2,88,Josh Brownhill,Saved,21,Right Foot,,,,,,0,Home,116,0.04022257402539253
2021-11-20,Burnley,2,90,Jóhann Berg Guðmundsson,Blocked,23,Left Foot,Half volley,,,,,0,Home,116,0.012510359287261965
2021-11-20,Crystal Palace,2,91,Michael Olise,Saved,20,Left Foot,,Joel Ward,Pass (Live),,,0,Away,116,0.03407079353928566
2021-11-20,Burnley,2,93,Matěj Vydra,Saved,15,Left Foot,,Josh Brownhill,Pass (Live),,,0,Home,116,0.2565681934356689
2021-11-20,Liverpool,1,4,Mohamed Salah,Off Target,21,Left Foot,,Thiago Alcántara,Pass (Live),Alex Oxlade-Chamberlain,Tackle,0,Home,117,0.02380809746682644
2021-11-20,Liverpool,1,13,Virgil van Dijk,Off Target,9,Head,,Kostas Tsimikas,Pass (Dead),Sadio Mané,Fouled,0,Home,117,0.10058977454900743
2021-11-20,Arsenal,1,17,Bukayo Saka,Blocked,7,Head,,Takehiro Tomiyasu,Pass (Live),Alexandre Lacazette,Pass (Live),0,Away,117,0.07742659747600555
2021-11-20,Liverpool,1,22,Alex Oxlade-Chamberlain,Blocked,20,Left Foot,,,,,,0,Home,117,0.0570005513727665
2021-11-20,Arsenal,1,23,Bukayo Saka,Blocked,16,Left Foot,,Pierre-Emerick Aubameyang,Pass (Live),Alexandre Lacazette,Pass (Live),0,Away,117,0.08129237592220306
2021-11-20,Liverpool,1,25,Virgil van Dijk,Blocked,9,Head,,Trent Alexander-Arnold,Pass (Dead),,,0,Home,117,0.022659502923488617
